tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,445,12800,0,154,100,79,112,1,16.47,0.868,0.788,0.186,0.200,0.239,-0.042,1.586,0.3274,1.2763,0.774,0.429,0.189,0.100,-0.000,48,0,15,0,0,0,25295.26,1345.156,6562.670,36.956,25.227,16.232,2338.574,596.977,0.162,2162.646,1730.117,829.843,1787.347,78.211,0.000126,-0.000240,9,0,10,5,1,1,2828,0,5,1.315,615,47,31,4,0,25,2,622,70,57,6,0,51,0,1397,277,1,2988.089,2554.735,16.914,0.000,0.000,323.935,84.053,0.637,11,2,0,2,0,32,1492,248,2,2763.217,1600.467,5.265,0.000,0.000,286.640,95.999,0.851,9,0,0,0,0,0,1441,262,2,2937.707,911.629,2.637,1.021,0.000,305.805,83.200,0.946,4,2,0,2,0,29,1986,408,1,4496.963,801.729,0.387,8.047,0.986,467.023,129.280,1.759,7,4,0,4,0,71,1351,390,0,4902.500,313.037,0.000,7.017,0.287,294.739,79.893,1.384,3,2,0,2,0,48,1116,214,3,2369.284,22.473,0.024,19.556,0.041,244.485,75.503,2.479,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1
61,2.0,488,11509,0,166,128,77,117,2,28.82,0.888,0.783,0.193,0.188,0.236,-0.099,1.576,0.3245,1.2510,0.800,0.464,0.189,0.101,-0.002,59,0,24,0,0,0,26695.60,1412.656,6715.895,53.236,38.856,18.997,2491.012,592.456,2.540,2685.957,2148.766,1183.067,1851.822,123.361,0.000099,-0.000640,14,0,22,2,9,8,2945,6,2,5.799,537,38,32,9,0,22,1,551,67,66,5,0,61,0,1589,255,1,2880.380,2428.389,5.380,0.053,5.666,378.927,86.688,1.375,21,8,0,8,0,289,1756,306,4,4170.876,2424.934,22.352,1.413,0.000,350.760,103.884,4.788,24,8,0,8,0,232,1421,186,1,1969.207,648.338,5.547,0.000,0.000,303.899,79.429,0.633,1,2,0,2,0,85,1998,338,1,3800.630,684.418,0.770,11.281,0.000,476.039,127.251,3.096,3,0,0,0,0,0,1277,265,1,3827.078,246.699,0.096,8.409,0.133,280.546,71.814,1.070,2,1,0,1,0,34,1044,177,0,2027.500,23.384,0.000,26.280,0.000,229.827,65.294,2.747,0,3,0,3,0,147,1,1,0,0,2,0,0,0,0,0,0,0
91,3.0,533,10213,0,169,167,75,122,1,33.16,0.909,0.774,0.190,0.186,0.224,-0.156,1.577,0.3297,1.2467,0.815,0.450,0.181,0.104,-0.004,84,0,16,0,0,0,28408.66,1495.135,7534.372,18.754,48.497,24.250,2814.637,650.059,2.761,2535.023,2028.018,771.750,2481.538,107.443,0.000086,-0.000036,15,0,13,3,11,10,3283,4,3,4.934,510,18,15,2,0,9,4,604,109,91,1,0,89,1,1887,278,2,3181.720,2707.277,9.785,0.006,0.000,458.898,91.285,1.321,13,2,0,2,0,12,2521,345,7,5300.270,3092.929,29.966,2.340,3.798,553.806,145.673,7.724,35,7,0,7,0,168,1491,207,0,2042.500,680.896,0.000,0.000,0.000,313.899,81.650,0.605,4,0,0,0,0,0,2085,280,2,3208.367,560.279,0.891,1.420,1.135,500.083,134.375,2.465,2,2,0,2,0,138,1301,259,0,3430.000,224.593,0.000,0.000,0.000,283.006,76.643,0.070,1,1,0,1,0,65,989,171,0,1947.500,24.194,0.000,10.053,0.001,221.923,60.433,2.022,0,1,0,1,0,90,0,0,0,0,0,0,0,0,0,0,0,1
121,4.0,573,9164,0,175,208,73,117,1,41.83,0.923,0.766,0.178,0.174,0.219,-0.210,1.579,0.3414,1.2289,0.814,0.446,0.163,0.106,-0.008,74,1,19,0,0,0,29705.44,1557.185,6998.781,19.804,13.690,19.420,3094.662,715.987,2.430,2504.416,2003.533,764.796,2125.652,74.588,0.000102,0.000479,13,0,16,3,16,13,3913,1,3,9.282,495,7,4,2,0,1,1,665,99,77,1,0,75,1,2123,269,10,2856.682,2467.035,13.480,0.133,3.274,521.951,100.402,4.440,14,1,0,1,0,107,3493,363,0,5522.500,3186.170,0.000,1.409,6.008,777.848,207.053,12.534,35,8,0,8,0,229,1513,188,0,1725.000,568.915,0.000,0.000,0.000,315.195,85.971,0.409,0,3,0,3,0,316,2095,243,0,2557.500,459.642,0.000,1.348,0.000,493.248,126.888,2.193,2,3,1,2,0,219,1273,186,2,2292.244,136.600,0.177,2.685,0.000,277.587,71.693,0.099,0,1,0,1,0,104,932,150,0,1510.000,16.566,0.000,4.946,0.000,212.307,56.691,0.456,0,1,0,1,0,93,0,0,0,0,0,0,0,1,0,0,0,0
151,5.0,675,7993,43,182,305,71,117,1,50.71,0.960,0.750,0.161,0.147,0.200,-0.292,1.587,0.3289,1.2090,0.761,0.429,0.126,0.110,-0.013,84,8,10,0,0,0,33757.66,1582.699,10374.166,15.497,91.909,18.972,3510.446,820.200,2.430,5112.072,4089.658,376.201,2063.076,125.372,0.000108,0.000549,22,0,5,5,10,5,4734,1,5,14.502,501,10,10,0,0,8,2,656,110,89,0,0,88,1,2621,338,3,3235.304,2775.007,28.024,0.055,8.854,644.114,118.212,4.772,24,1,1,0,0,146,4984,555,9,10691.230,6182.975,53.627,0.940,5.648,1116.599,304.623,23.563,78,5,1,4,0,116,1499,191,3,2064.995,634.846,5.421,0.000,0.000,306.552,86.074,0.740,4,1,1,0,0,111,2005,188,1,2050.105,363.152,4.244,0.000,0.000,449.926,110.834,1.155,1,4,3,1,0,507,1258,183,5,2543.713,161.140,0.550,0.000,0.000,274.172,67.883,0.028,0,1,1,0,0,141,922,87,0,915.000,9.336,0.000,0.000,0.000,207.632,54.378,0.022,0,1,1,0,0,143,0,1,0,0,0,0,0,1,0,0,0,0
181,6.0,789,6871,43,191,427,61,110,1,74.06,1.000,0.724,0.140,0.121,0.187,-0.371,1.592,0.3379,1.1436,0.735,0.372,0.115,0.116,-0.021,81,17,35,0,0,0,37766.11,1664.702,12970.580,59.123,168.805,23.342,4298.708,1031.612,2.430,7206.991,5765.593,1752.534,1895.221,264.054,0.000168,-0.000981,84,0,27,8,25,20,6195,57,8,35.508,426,22,8,4,0,2,2,588,145,132,4,0,113,15,3052,323,6,3247.083,2741.213,16.918,0.129,19.722,762.335,136.221,4.964,23,7,5,2,0,1027,7776,794,20,15535.496,9147.618,123.514,3.762,13.547,1790.035,501.710,44.450,124,18,3,15,0,525,1446,132,0,1270.000,424.995,0.000,0.251,0.000,300.238,85.426,0.352,1,5,1,4,0,810,1994,210,1,2138.712,380.443,0.891,4.720,1.992,449.459,97.643,3.016,1,4,3,1,0,660,1195,127,0,1687.500,102.579,0.000,1.025,0.151,262.796,60.546,0.546,0,3,0,3,0,508,828,69,0,885.000,12.199,0.000,13.728,0.097,182.773,45.140,2.637,0,7,5,2,0,1195,0,0,0,0,0,0,0,0,0,0,0,0
211,7.0,939,5781,43,202,577,54,106,1,90.88,1.031,0.707,0.124,0.102,0.175,-0.427,1.596,0.3391,1.1638,0.719,0.337,0.095,0.122,-0.027,80,26,17,0,0,0,43797.36,1752.889,15287.549,15.887,219.254,19.995,5175.301,1289.768,2.430,8402.744,6722.195,698.926,1987.193,190.902,0.000105,-0.001166,74,0,12,5,13,11,8045,36,5,8.060,356,34,18,1,0,10,7,506,69,66,0,0,57,9,3498,261,17,2926.279,2373.114,51.538,0.003,0.000,861.562,162.975,6.052,21,5,5,0,0,923,11484,991,16,20184.735,11912.473,101.365,1.790,7.945,2682.487,746.432,58.003,152,18,9,9,0,1654,1423,122,0,1230.000,402.335,0.000,0.000,0.000,292.528,83.331,0.517,3,2,1,1,0,398,1803,162,3,1467.758,268.590,1.584,0.000,0.000,391.464,86.971,0.637,0,6,6,0,0,1005,1114,96,0,1087.500,66.588,0.000,0.000,0.040,240.362,54.634,0.696,1,3,3,0,0,607,664,40,2,473.296,5.586,0.008,6.033,0.075,135.997,34.574,1.770,0,4,2,2,0,818,0,0,0,0,0,0,0,0,0,0,0,1
241,8.0,1145,4527,43,211,793,44,97,2,118.86,1.075,0.694,0.118,0.092,0.160,-0.473,1.598,0.3473,1.1687,0.723,0.322,0.079,0.128,-0.031,127,34,26,0,1,0,52450.75,1883.573,20556.648,17.217,247.526,19.984,6354.739,1772.357,0.861,12003.706,9602.965,1247.649,1733.700,294.000,0.000144,-0.002283,66,0,25,1,23,23,11118,18,1,0.004,332,11,6,1,0,2,3,471,50,34,1,0,27,6,3961,255,6,2600.171,2122.143,40.084,0.000,0.000,962.838,215.710,5.173,21,8,4,4,0,1310,16245,1356,27,29694.508,17588.245,175.254,5.650,0.000,3875.614,1180.286,78.453,234,31,11,20,0,2165,1401,101,0,1055.000,336.618,0.000,0.000,0.000,281.280,82.417,0.439,1,5,4,1,0,928,1669,140,6,1379.457,255.407,3.006,1.280,0.000,354.732,77.527,0.404,0,5,4,0,1,1134,961,69,1,894.597,53.692,0.702,0.000,0.000,191.026,49.974,0.027,0,6,6,0,0,1344,525,27,8,351.136,4.420,0.716,10.283,0.004,100.756,26.524,1.054,0,4,4,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1345,3274,43,219,1003,36,87,6,138.04,1.106,0.690,0.103,0.086,0.149,-0.502,1.598,0.3570,1.1793,0.739,0.283,0.067,0.133,-0.035,122,36,57,0,0,0,60432.20,2104.030,24056.935,35.371,635.248,27.102,7916.461,2263.099,4.098,13121.532,10497.226,2552.512,2206.479,647.933,0.000124,-0.002077,155,0,50,7,53,46,13875,63,7,17.756,299,5,5,1,1,2,1,448,60,47,3,0,36,8,4256,282,14,2969.470,2419.155,51.320,0.001,3.229,1019.940,257.152,8.172,26,10,4,6,0,1580,22712,1547,75,35789.664,20748.171,479.585,11.260,14.527,5479.292,1631.503,111.454,251,57,18,39,0,5369,1284,110,0,1175.000,382.466,0.000,0.000,0.000,259.501,68.701,0.206,0,4,2,2,0,919,1507,137,1,1615.792,281.072,1.300,3.590,0.000,314.106,69.495,0.606,1,7,5,2,0,1803,858,67,2,803.113,51.320,0.699,2.765,0.000,163.524,42.317,0.469,0,2,1,1,0,470,374,23,0,242.500,2.337,0.000,0.000,0.000,61.157,15.176,0.015,0,6,6,0,0,1550,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1508,2421,39,227,1182,26,73,14,139.61,1.124,0.684,0.092,0.079,0.144,-0.522,1.612,0.3479,1.2151,0.732,0.251,0.057,0.137,-0.040,140,53,52,0,0,0,65620.17,2307.652,21402.303,23.389,615.027,23.990,9152.249,2590.644,14.556,11939.003,9551.203,2013.719,1771.513,614.891,0.000227,-0.003144,104,0,48,4,47,45,16570,12,4,5.765,221,26,22,1,1,14,6,434,95,91,2,0,81,8,4601,247,3,2734.952,2191.621,33.377,0.009,0.000,1099.370,294.751,6.863,18,12,5,7,0,1476,27965,1364,80,32216.440,18626.376,564.572,11.199,5.148,6772.848,1940.007,122.697,236,63,32,31,0,5840,1092,63,0,612.500,205.798,0.000,0.000,0.000,227.296,60.453,0.372,2,9,3,6,0,1743,1314,85,9,1216.734,193.602,3.082,1.817,0.000,264.822,61.206,1.152,0,7,4,3,0,1953,660,43,0,847.500,66.176,0.000,4.598,0.617,118.276,34.288,0.992,0,8,7,1,0,2256,255,15,0,182.500,2.429,0.000,0.000,0.000,38.703,10.993,0.074,0,2,2,0,0,587,0,0,0,0,0,0,0,0,0,0,0,0
