tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,451,12787,0,157,102,79,113,1,17.44,0.864,0.788,0.184,0.201,0.240,-0.048,1.584,0.3309,1.2739,0.788,0.420,0.187,0.101,-0.001,51,0,16,0,0,0,25240.80,1385.137,6624.052,37.341,25.315,16.236,2343.408,618.535,0.136,2408.122,1926.498,909.285,1779.878,86.982,0.000103,-0.000229,9,0,10,6,2,2,2814,0,6,1.726,612,47,31,4,0,25,2
61,2.0,478,11517,0,166,120,75,117,2,31.00,0.874,0.783,0.182,0.181,0.239,-0.102,1.566,0.3244,1.2440,0.820,0.470,0.192,0.101,-0.001,64,0,18,0,0,0,26293.22,1431.525,5891.203,38.021,48.145,20.559,2457.033,598.131,2.171,1775.450,1420.360,930.888,1835.163,129.859,0.000081,-0.000468,22,0,15,3,5,4,2890,9,3,5.871,495,30,24,5,0,17,1
91,3.0,534,10266,0,168,167,73,126,2,38.70,0.898,0.774,0.165,0.170,0.221,-0.186,1.565,0.3370,1.2434,0.837,0.452,0.178,0.102,-0.001,80,0,9,0,0,0,28382.53,1503.440,7563.914,16.421,110.090,23.753,2719.831,661.220,4.074,2680.107,2144.085,399.316,2529.899,144.104,0.000135,0.000177,38,0,7,2,4,3,3504,27,2,4.935,462,35,33,3,0,28,2
121,4.0,600,9103,0,176,222,74,128,3,47.16,0.910,0.769,0.153,0.148,0.210,-0.254,1.568,0.3463,1.2421,0.828,0.443,0.156,0.106,-0.003,86,2,13,0,0,0,30609.65,1580.075,8303.266,21.743,238.366,23.144,3051.120,791.645,4.156,3231.908,2585.526,523.393,2561.084,100.184,0.000135,0.001544,77,0,10,3,8,6,4461,59,3,8.350,485,36,33,4,0,29,0
151,5.0,713,7880,49,181,326,73,133,3,62.11,0.937,0.764,0.135,0.136,0.187,-0.346,1.571,0.3359,1.2719,0.812,0.431,0.117,0.112,-0.003,89,7,8,0,0,0,34537.77,1627.096,10904.842,11.762,186.013,18.445,3500.793,947.677,5.303,5236.813,4189.451,351.086,2653.392,109.965,0.000121,0.002443,77,0,3,5,6,2,6069,59,5,9.384,494,12,10,1,0,6,3
181,6.0,842,6631,49,188,457,65,132,2,85.98,0.960,0.752,0.112,0.111,0.170,-0.433,1.585,0.3368,1.2798,0.800,0.372,0.106,0.117,-0.003,87,15,16,0,1,0,39586.79,1737.001,13531.585,61.682,367.524,22.986,4263.787,1217.939,4.283,6621.234,5296.987,905.644,2320.425,244.927,0.000109,0.002951,102,0,8,8,2,0,7714,47,8,21.239,488,38,17,7,0,4,4
211,7.0,982,5489,49,188,606,56,132,3,103.58,0.979,0.737,0.095,0.093,0.153,-0.501,1.579,0.3301,1.3186,0.818,0.378,0.096,0.123,-0.007,94,32,17,0,0,0,45997.07,1888.406,15356.082,8.347,430.697,21.321,5107.982,1668.344,3.346,7927.979,6342.384,549.696,1699.093,228.499,0.000133,0.003916,109,0,11,6,9,9,10465,73,6,1.583,383,12,7,1,0,2,4
241,8.0,1213,4414,49,208,828,48,129,4,115.63,0.998,0.735,0.087,0.082,0.142,-0.562,1.571,0.3462,1.3525,0.776,0.332,0.085,0.126,-0.006,125,28,15,0,0,0,53794.55,2045.812,19505.233,13.459,644.247,22.262,6143.509,2282.928,4.607,11309.534,9047.627,496.902,2241.089,336.076,0.000174,0.005294,138,0,11,4,12,8,13435,74,4,9.055,302,3,2,0,0,1,1
271,9.0,1422,3365,49,221,1040,39,122,4,154.05,1.013,0.736,0.079,0.077,0.134,-0.607,1.583,0.3464,1.4069,0.764,0.299,0.076,0.129,-0.007,109,47,29,0,1,0,61278.53,2238.773,21764.255,24.292,794.901,20.597,7501.629,2889.934,6.551,11856.913,9485.531,1068.434,2372.733,332.684,0.000118,0.004657,164,0,22,7,17,15,16215,63,7,7.102,228,15,12,3,0,6,3
301,10.0,1611,2563,46,232,1241,28,110,4,158.55,1.028,0.746,0.079,0.072,0.127,-0.640,1.581,0.3473,1.4577,0.764,0.276,0.062,0.129,-0.006,107,58,36,0,1,0,67842.58,2435.753,22426.947,42.547,832.091,18.413,8690.535,3311.929,7.134,11972.762,9578.210,1545.595,1886.044,505.404,0.000146,0.003441,178,0,34,2,15,14,19014,63,2,0.789,268,30,27,8,0,14,4
