tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore
31,1.0,445,12799,0,154,100,79,112,1,16.47,0.868,0.788,0.186,0.200,0.239,-0.042,1.586,0.3274,1.2764,0.774,0.429,0.189,0.100,-0.000,48,0,15,0,0,0,25295.02,1345.156,6577.863,36.820,25.227,16.232,2338.573,615.679,0.162,2162.646,1730.117,826.635,1787.347,78.021,0.000133,-0.000165,9,0,10,5,1,1,2828,0,5,1.315,615,47,31,4,0,25,2,622,70,57,6,0,51,0,1397,277,1,2988.089,2554.735,16.914,0.000,0.000,323.935,84.039,2.062,11,2,0,2,0,32,1492,249,2,2788.217,1615.661,5.265,0.000,0.000,286.640,95.956,2.657,9,0,0,0,0,0,1441,262,2,2937.707,911.629,2.637,1.021,0.000,305.805,83.201,3.153,4,2,0,2,0,29,1986,408,1,4496.963,801.729,0.387,7.999,0.986,467.023,129.280,5.863,7,4,0,4,0,71,1351,390,0,4902.500,313.037,0.000,6.928,0.287,294.738,79.893,4.614,3,2,0,2,0,48,1116,214,3,2369.284,22.473,0.024,19.556,0.041,244.484,75.503,8.263,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,1
61,2.0,498,11492,0,169,136,77,116,2,31.59,0.892,0.779,0.188,0.182,0.235,-0.114,1.571,0.3201,1.2427,0.806,0.456,0.185,0.101,0.001,55,0,19,0,0,0,27071.14,1418.491,6981.847,51.551,38.905,18.387,2529.073,623.479,2.536,2914.026,2331.221,964.097,1872.902,100.875,0.000089,-0.000417,14,0,17,2,4,3,2909,6,2,5.799,534,38,32,9,0,22,1,520,51,51,5,0,46,0,1610,254,1,2785.380,2357.518,5.380,0.053,5.666,385.763,88.717,5.069,20,5,0,5,0,245,1843,328,4,4773.460,2806.465,22.401,0.000,0.000,375.882,108.635,8.769,29,6,0,6,0,226,1447,194,1,2046.707,671.732,5.547,0.000,0.000,311.643,82.917,1.884,1,2,0,2,0,85,1965,324,1,3468.130,622.800,0.770,11.279,0.000,466.779,123.478,9.558,3,0,0,0,0,0,1277,255,1,3682.078,231.006,0.096,8.409,0.133,280.411,71.818,3.567,2,1,0,1,0,34,1044,177,0,2010.000,23.182,0.000,26.011,0.000,229.814,65.376,8.466,0,3,0,3,0,147,0,0,0,0,2,0,0,0,0,0,0,0
91,3.0,535,10247,0,171,172,75,117,2,36.65,0.910,0.776,0.178,0.179,0.224,-0.172,1.578,0.3279,1.2530,0.814,0.450,0.190,0.100,0.003,83,0,18,0,0,0,28495.84,1523.328,7398.612,38.762,58.138,23.831,2831.865,712.034,4.020,2276.427,1821.142,833.765,2592.066,106.970,0.000111,0.000233,17,0,15,3,8,7,3289,4,3,4.934,513,27,22,6,0,14,2,545,66,47,2,0,43,2,1923,296,1,3559.134,3020.972,7.835,0.007,0.000,465.635,93.221,6.615,14,5,0,5,0,82,2675,299,8,4497.376,2654.149,40.110,0.755,3.798,576.504,161.833,34.582,31,5,0,5,0,174,1516,202,1,2041.681,672.878,0.588,0.000,0.000,321.976,87.928,1.940,3,0,0,0,0,0,1966,274,2,3145.867,551.789,0.891,2.507,1.135,469.442,124.144,6.112,0,2,0,2,0,138,1287,250,1,3460.791,231.226,0.860,0.000,0.000,280.646,75.357,1.333,2,2,0,2,0,137,973,168,0,1907.500,23.637,0.000,30.560,0.001,219.661,60.159,11.802,0,1,0,1,0,74,0,0,0,0,0,0,0,1,0,0,0,1
121,4.0,588,9071,0,176,222,73,117,3,46.81,0.926,0.772,0.169,0.161,0.214,-0.236,1.574,0.3413,1.2590,0.806,0.438,0.170,0.101,0.003,79,3,20,0,0,0,30579.50,1592.252,8236.398,23.059,41.683,22.723,3109.449,808.951,4.127,3133.208,2506.567,875.642,2232.527,110.703,0.000113,0.000327,19,0,16,4,18,14,4184,2,4,13.478,502,9,4,2,0,1,1,572,47,24,0,0,20,4,2204,314,0,3247.500,2825.064,0.000,0.150,3.256,523.945,110.004,11.200,19,3,0,3,0,266,3633,424,15,6567.032,3904.208,38.612,1.701,10.222,782.604,226.605,60.417,43,10,0,10,0,265,1612,201,2,1990.125,650.688,2.994,0.000,0.000,336.532,97.558,1.610,3,2,1,1,0,190,1950,248,0,2682.500,487.258,0.000,0.000,0.000,459.845,117.543,0.791,2,2,2,0,0,217,1290,205,0,2710.000,173.975,0.000,0.000,0.000,282.329,73.860,0.076,0,0,0,0,0,0,917,122,0,1370.000,14.429,0.000,7.729,0.000,210.063,56.863,3.736,0,2,0,2,0,199,0,0,0,0,0,0,0,1,0,0,0,0
151,5.0,662,8022,77,182,293,71,116,5,56.57,0.944,0.772,0.160,0.141,0.202,-0.303,1.575,0.3219,1.3339,0.780,0.423,0.150,0.103,0.005,85,7,24,0,0,0,33063.06,1615.573,9108.079,16.630,51.849,20.328,3481.092,922.004,6.767,4393.614,3514.891,844.147,1980.613,143.381,0.000179,0.001040,14,0,20,4,23,19,5328,0,4,11.428,508,14,12,1,0,7,4,588,69,43,0,0,41,2,2783,295,2,2952.781,2552.276,4.611,0.111,5.550,653.054,141.367,17.601,21,3,1,2,0,230,4888,472,6,8457.577,5095.693,42.444,2.645,5.878,1056.612,282.093,97.642,69,16,2,14,0,751,1594,202,0,2162.500,695.708,0.000,0.000,0.000,325.648,93.138,1.144,2,1,1,0,0,111,1907,211,1,2205.105,404.148,4.244,0.000,0.000,443.989,109.956,2.760,1,3,1,2,0,415,1295,169,5,2176.213,132.775,0.550,2.445,0.000,283.384,72.531,1.560,2,1,1,0,0,143,867,90,0,902.500,9.480,0.000,0.000,0.000,196.447,53.091,0.252,0,3,1,2,0,420,0,0,0,0,0,0,0,0,0,0,0,0
181,6.0,742,7003,77,192,368,64,118,5,69.20,0.957,0.770,0.150,0.120,0.193,-0.362,1.587,0.3260,1.3273,0.746,0.385,0.129,0.104,0.004,80,14,20,0,0,0,35911.46,1714.737,10382.328,48.089,38.807,20.638,4014.193,1073.073,8.747,4732.211,3785.769,892.952,2268.036,93.314,0.000141,0.001655,19,0,17,3,10,8,6372,8,3,22.420,494,45,37,8,0,24,5,550,52,51,1,0,48,2,3286,399,1,4097.710,3502.885,2.364,0.000,20.428,783.968,161.684,18.369,32,10,4,6,0,903,6496,528,7,9625.565,5713.281,29.064,1.287,0.000,1426.033,392.798,122.507,63,10,2,8,0,417,1674,162,0,1442.500,494.665,0.000,0.000,0.000,351.330,99.686,0.769,5,1,0,1,0,159,1873,201,1,1982.385,360.860,0.572,2.583,1.992,443.445,96.946,4.259,1,3,3,0,0,533,1308,124,2,1923.261,112.744,0.561,2.577,0.000,286.647,71.943,1.858,0,1,0,1,0,169,736,90,0,1077.500,12.793,0.000,19.222,0.000,157.124,42.024,8.883,0,6,5,1,0,1012,0,0,0,0,0,0,0,0,0,0,0,0
211,7.0,872,5993,77,205,492,57,118,6,87.88,0.977,0.762,0.134,0.099,0.181,-0.423,1.589,0.3206,1.3682,0.733,0.341,0.121,0.106,0.004,90,27,7,0,0,0,40831.54,1800.117,13235.853,1.401,186.467,22.882,4561.755,1446.908,8.884,6903.584,5522.868,289.511,2255.275,174.246,0.000125,0.002633,49,0,5,2,4,4,7596,8,2,0.507,323,30,19,1,0,17,1,527,83,77,0,0,61,16,3838,402,6,4167.680,3406.355,53.932,0.133,0.000,873.070,200.211,26.247,34,8,7,1,0,1265,8798,755,29,14808.644,8802.633,102.066,0.302,0.000,1955.759,686.596,183.152,110,11,8,3,0,1409,1784,147,0,1435.000,469.142,0.000,0.000,0.000,370.231,107.924,2.385,5,1,1,0,0,196,1715,154,4,1588.398,297.536,6.159,0.000,0.000,392.771,86.145,1.378,0,5,5,0,0,952,1251,102,0,1220.000,71.797,0.000,0.460,0.480,267.181,63.239,2.343,0,4,4,0,0,805,587,42,2,488.291,4.789,0.008,0.000,0.027,112.860,30.747,1.575,0,3,2,1,0,590,0,0,0,0,1,0,0,0,0,0,0,0
241,8.0,1030,4916,77,221,653,47,109,7,112.64,1.001,0.756,0.126,0.091,0.170,-0.475,1.588,0.3368,1.4217,0.749,0.326,0.095,0.109,0.007,96,37,23,0,0,0,46639.41,1970.136,16668.812,31.686,155.891,21.267,5475.968,1933.196,10.930,9177.130,7341.704,992.295,2335.627,279.313,0.000101,0.002275,51,0,17,6,20,14,9957,2,6,13.379,312,15,13,2,0,7,4,525,154,133,4,0,129,0,4726,475,13,4912.063,4045.550,41.748,0.223,0.000,1020.608,259.610,46.361,47,10,2,8,0,1163,12310,955,21,19719.046,11773.739,100.817,1.804,13.379,2793.322,1027.481,267.924,147,23,14,9,0,2037,1815,142,1,1328.816,449.268,0.583,2.838,0.000,363.372,108.792,4.641,1,6,6,0,0,1343,1601,115,2,1110.966,194.332,7.861,1.278,0.000,354.678,78.762,2.748,1,5,5,0,0,1090,1063,74,2,1174.539,70.587,1.795,1.878,0.000,207.727,50.068,0.382,0,8,8,0,0,1674,524,36,10,532.320,7.703,0.984,10.287,0.000,97.631,26.047,1.856,0,2,2,0,0,466,0,0,0,0,0,0,0,0,0,0,0,0
271,9.0,1146,4077,77,228,780,37,101,10,141.97,1.020,0.760,0.124,0.081,0.162,-0.507,1.584,0.3472,1.4501,0.749,0.303,0.078,0.109,0.011,105,40,40,0,1,0,50186.94,2181.280,15569.363,34.522,434.307,23.995,6405.595,2316.320,14.016,8483.602,6786.882,1719.313,1638.905,446.769,0.000130,0.003160,92,0,38,2,31,29,12005,14,2,7.889,312,31,31,7,0,22,2,481,102,82,3,0,69,10,5231,377,11,3632.386,3042.465,53.257,0.003,0.000,1087.522,306.896,39.233,31,20,6,14,0,2691,16235,930,64,20285.142,11762.912,362.955,5.707,7.889,3762.011,1311.450,362.749,154,38,17,20,1,3340,1687,121,1,1203.100,396.640,4.539,1.236,0.000,335.831,89.701,2.160,2,6,4,2,0,1356,1467,117,2,1175.229,203.783,2.681,2.378,0.000,314.723,72.898,2.831,0,4,4,0,0,1021,895,67,0,800.000,49.429,0.000,17.205,0.000,171.216,42.999,3.791,0,3,1,2,0,778,403,34,0,517.500,9.132,0.000,0.104,0.000,73.442,19.387,1.416,0,7,7,0,0,1820,0,0,0,0,0,0,0,0,0,0,0,0
301,10.0,1260,3436,64,245,892,29,94,8,144.74,1.031,0.758,0.119,0.073,0.161,-0.530,1.580,0.3402,1.4975,0.733,0.265,0.067,0.111,0.012,124,46,35,0,2,0,54052.18,2393.189,16117.533,37.456,304.174,21.764,7185.653,2665.736,15.702,8318.382,6654.706,1454.278,1357.643,340.253,0.000118,0.003109,79,0,32,3,28,25,14030,18,3,14.179,336,83,82,7,0,72,3,515,112,108,1,0,104,3,5898,338,15,4030.129,3184.353,58.130,0.299,3.880,1212.843,384.960,46.181,41,13,4,9,0,1476,19296,928,32,20876.009,12172.346,238.724,4.166,10.299,4501.041,1551.415,405.595,133,49,28,19,2,5458,1608,113,4,1170.219,404.027,2.705,0.295,0.000,318.057,84.411,2.483,3,4,2,2,0,914,1303,105,10,1001.547,174.148,3.071,0.000,0.000,277.865,71.595,0.992,0,6,6,0,0,1667,734,30,0,417.500,25.353,0.000,18.517,0.000,134.721,37.564,5.489,0,5,3,2,0,1247,239,21,0,262.500,2.951,0.000,0.000,0.000,39.426,11.534,0.046,0,3,3,0,0,872,0,0,0,0,0,0,0,0,0,0,0,0
