tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,447,12806,0,156,102,77,112,1,16.65,0.868,0.785,0.187,0.204,0.241,-0.051,1.591,0.3252,1.2824,0.808,0.429,0.189,0.100,-0.002,51,0,17,0,0,0,24918.77,1405.884,6637.867,40.503,27.507,16.526,2340.929,991.617,0.142,2317.186,1853.749,911.779,1785.851,85.845,0.000117,-0.000909,10,0,12,5,1,1,2796,0,5,1.316,594,45,29,5,0,24,0,620,76,67,7,0,60,0,1406,290,1,3120.551,2674.736,16.878,0.000,0.000,325.652,137.579,1.586,13,2,0,2,0,32,1496,248,3,2767.918,1598.325,7.574,0.000,0.000,292.020,148.534,3.441,9,0,0,0,0,0,1449,261,2,2947.724,912.654,2.641,1.007,0.000,306.063,145.132,3.546,4,2,0,2,0,29,1985,413,1,4481.972,795.334,0.388,10.369,0.989,471.340,215.077,6.205,7,5,0,5,0,96,1308,369,0,4412.500,283.504,0.000,8.282,0.286,285.360,135.699,6.928,3,3,0,3,0,59,1116,215,3,2376.792,22.632,0.024,19.529,0.041,244.495,117.437,8.263,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2254,0,0,2159,0,45,0,0,0,0,0,0,4539,80,294,4221,45,227,0,0,0,0,0,0,0.000,1.125,60.771,62.116,0,0,0,9,55,229,1974,27,107,0,2,16,64,74,0,2,10,17,44,29,0,6,13,15,49,29,0,2,7,7,33,28,0,154,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.4251,0.4251,1,0,0
61,2.0,476,11502,0,168,119,73,116,2,31.42,0.876,0.776,0.187,0.192,0.243,-0.094,1.577,0.3203,1.2493,0.830,0.446,0.185,0.101,-0.003,55,0,16,0,0,0,25699.48,1501.266,5978.928,38.098,38.511,19.946,2453.494,1094.873,2.261,1755.760,1404.608,861.740,1876.195,97.869,0.000096,-0.001228,11,0,14,2,4,3,2880,4,2,6.220,529,24,18,6,0,7,5,547,106,106,5,0,101,0,1608,261,1,2715.398,2288.319,5.275,0.048,5.717,381.529,152.401,5.487,15,3,0,3,0,131,1596,281,2,3010.631,1731.241,16.250,0.000,0.000,325.772,175.055,6.638,11,5,0,5,0,247,1483,213,3,2573.670,800.173,12.170,0.000,0.000,310.671,167.288,5.025,2,2,0,2,0,84,1925,347,0,3810.000,657.403,0.000,11.148,0.000,464.461,257.219,9.579,2,0,0,0,0,0,1203,250,1,3172.107,209.007,0.097,10.824,0.503,266.242,121.313,7.743,1,1,0,1,0,34,1045,179,0,2042.500,23.347,0.000,9.858,0.000,229.961,109.098,1.451,0,3,0,3,0,148,0,0,0,0,1,0,0,0,0,0,0,1,2587,60,31,2312,25,38,0,0,0,0,0,0,4535,180,591,4325,162,860,0,0,0,0,0,0,8.940,1.725,152.736,178.093,0,0,0,11,60,271,1646,62,301,4,5,17,65,77,0,5,33,8,43,30,0,8,26,15,43,24,0,3,9,6,31,24,0,159,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3824,0.3824,1,0,0
91,3.0,512,10186,0,173,151,72,116,3,41.00,0.892,0.768,0.196,0.182,0.235,-0.153,1.569,0.3368,1.2458,0.837,0.434,0.186,0.100,-0.003,78,1,17,0,0,0,26712.27,1570.090,7054.929,22.973,21.556,28.237,2691.296,1258.332,4.179,2201.706,1761.365,755.749,2394.278,91.025,0.000104,-0.001288,10,0,14,3,9,8,3160,4,3,4.894,493,22,19,5,0,12,2,625,164,147,1,0,146,0,1990,296,0,3427.500,2884.561,0.000,0.073,0.000,477.354,223.188,16.554,18,3,0,3,0,100,2037,345,4,4062.474,2326.029,12.993,0.909,3.774,441.220,237.521,12.404,22,3,0,3,0,88,1552,200,0,2235.000,731.717,0.000,0.000,0.000,323.777,170.721,7.896,4,2,1,1,0,109,1957,301,1,3642.822,610.439,0.428,0.996,1.118,474.427,249.006,5.615,1,5,0,5,0,396,1165,252,0,3097.500,206.522,0.000,5.061,0.000,258.354,109.448,3.864,1,2,0,2,0,134,990,163,1,1912.988,23.889,0.199,11.039,0.001,222.049,130.100,8.071,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2728,114,98,2357,30,139,0,0,0,0,0,0,4799,327,1085,4892,220,1221,0,0,0,0,0,0,14.010,4.351,185.415,298.902,0,0,0,11,63,284,1674,97,389,5,10,16,64,78,0,10,46,14,52,29,0,5,26,19,42,24,0,6,8,7,29,22,0,158,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3652,0.3652,1,0,0
121,4.0,540,9103,0,182,175,67,116,1,55.72,0.896,0.767,0.178,0.168,0.237,-0.205,1.584,0.3369,1.2525,0.807,0.434,0.168,0.100,-0.006,79,7,15,0,1,0,27217.12,1645.156,6957.319,23.729,39.705,21.443,2905.082,1457.347,4.617,2051.041,1640.833,730.294,2545.554,68.248,0.000081,-0.001263,17,0,12,3,8,6,3781,8,3,5.617,475,16,6,6,0,0,0,713,206,189,0,0,184,5,2536,349,9,4108.161,3456.884,28.827,0.181,1.105,623.124,310.002,26.006,21,5,1,4,0,348,2365,351,0,3507.500,1974.220,0.000,0.140,4.400,525.225,319.121,15.127,10,5,1,4,0,355,1698,188,0,2145.000,702.776,0.000,0.000,0.000,350.213,198.292,9.036,7,2,1,1,0,206,1830,215,0,2575.000,435.618,0.000,0.000,0.000,438.182,214.552,0.625,1,3,2,1,0,313,1145,170,0,1800.000,108.825,0.000,13.024,0.112,245.885,122.022,11.350,0,2,1,1,0,207,941,131,0,1472.500,15.958,0.000,4.767,0.000,211.242,136.292,1.410,0,3,1,1,1,314,0,0,0,0,0,0,0,3,0,0,0,0,2846,169,218,2456,3,216,0,0,0,0,0,0,4988,414,1150,5527,513,1465,0,0,0,0,0,0,19.035,8.535,314.097,312.266,0,0,0,10,68,345,1506,91,378,7,20,16,62,77,0,28,48,21,43,35,0,7,27,16,42,24,0,6,11,6,25,19,0,155,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3185,0.3185,1,0,0
151,5.0,582,8169,74,198,211,60,113,2,70.29,0.891,0.755,0.172,0.149,0.239,-0.274,1.586,0.3509,1.2608,0.771,0.389,0.159,0.103,-0.008,89,19,9,0,0,0,28557.36,1728.616,7413.765,19.251,36.444,22.876,3062.270,1605.809,2.255,2710.614,2168.491,354.763,2110.442,143.731,0.000114,-0.000720,33,0,4,5,7,2,4387,23,5,15.198,443,6,3,2,0,1,0,771,190,166,0,1,163,2,3092,358,0,4085.000,3416.830,0.000,0.120,9.793,756.115,468.020,38.447,34,8,5,3,0,535,2679,342,1,4318.479,2413.571,1.924,0.000,5.405,598.690,350.690,13.698,11,2,2,0,0,286,1665,203,0,2397.500,791.563,0.000,0.000,0.000,336.519,183.551,7.407,3,3,3,0,0,340,1767,203,4,2564.253,414.423,11.989,0.000,0.000,412.560,219.465,1.980,1,3,3,0,0,412,1107,119,5,1433.222,90.441,0.602,3.934,0.000,231.101,104.274,1.617,0,2,1,1,0,299,844,80,0,897.500,10.097,0.000,0.000,0.000,179.719,108.767,0.052,0,5,5,0,0,699,0,0,0,0,0,0,0,1,0,0,0,0,3073,256,326,2649,9,357,0,0,0,0,0,0,5093,472,957,6061,750,1891,0,0,0,0,0,0,25.936,14.354,422.325,335.954,0,0,0,11,96,386,1427,120,374,11,24,17,67,79,0,31,72,14,49,45,0,8,26,13,42,24,0,5,11,4,22,18,0,163,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,1.0000,1.0000,11,11,11,0.4818,0.3940,18,0,0
181,6.0,619,7244,74,207,255,48,109,3,93.69,0.905,0.737,0.148,0.118,0.238,-0.350,1.600,0.3438,1.2290,0.760,0.362,0.155,0.106,-0.007,84,40,10,0,0,0,31013.83,1853.115,9167.101,22.279,61.604,23.764,3277.103,1683.787,4.073,3624.494,2899.595,416.643,2376.413,103.108,0.000103,-0.000222,35,0,7,3,6,4,4902,27,3,18.989,349,33,9,3,0,3,3,718,168,163,0,0,161,2,3785,415,0,5825.000,4707.544,0.000,0.099,18.919,885.706,522.486,63.311,47,14,13,1,0,1706,3028,443,4,5753.699,3117.225,9.657,0.324,0.000,718.983,391.084,24.190,24,13,11,2,0,1560,1680,147,3,1880.173,624.698,7.631,0.000,0.000,349.249,178.291,6.561,3,1,1,0,0,159,1652,225,1,2793.288,452.905,3.046,0.000,0.000,386.613,207.717,0.008,1,7,6,1,0,1161,1031,108,0,1265.000,79.804,0.000,1.651,0.070,216.413,103.459,3.538,0,2,1,1,0,343,609,43,0,795.000,12.614,0.000,1.216,0.000,124.895,62.229,2.297,0,10,8,2,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,3267,355,294,2804,30,440,0,0,0,0,0,0,5113,330,1331,6672,728,2701,0,0,0,0,0,0,33.025,18.975,343.613,501.446,0,0,0,12,103,425,1465,80,452,14,25,25,54,89,0,21,99,10,52,73,0,6,37,13,32,21,0,4,13,4,11,16,0,168,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,1.0000,1.0000,13,13,13,0.4684,0.4108,18,0,0
211,7.0,710,6262,74,221,345,42,102,5,100.90,0.926,0.728,0.144,0.113,0.227,-0.420,1.599,0.3387,1.2678,0.738,0.335,0.149,0.108,-0.013,89,25,10,0,0,0,35250.71,2017.109,11524.432,4.163,142.562,24.767,3598.308,2026.460,6.730,5227.094,4181.676,241.646,2243.506,146.764,0.000096,-0.000259,94,0,9,1,6,6,6020,66,1,0.379,251,21,8,3,0,5,0,726,153,132,0,0,128,4,4851,499,10,7040.098,5577.044,60.996,0.245,0.000,1088.610,691.602,110.107,66,12,6,6,0,934,3834,596,11,8840.622,4723.689,46.187,0.450,0.000,936.821,546.806,48.425,40,4,3,1,0,484,1621,118,3,1452.060,486.567,2.003,0.000,0.000,341.811,179.006,6.355,2,6,5,1,0,983,1546,164,2,2090.608,346.228,2.938,0.000,0.379,352.273,188.426,1.907,3,5,4,1,0,875,931,124,2,1443.019,107.710,0.187,3.090,0.000,183.363,96.573,2.683,0,4,4,0,0,770,393,29,0,427.500,6.584,0.000,0.000,0.000,70.276,29.685,0.078,0,3,3,0,0,576,0,0,0,0,1,0,0,1,1,0,0,0,3509,376,293,2912,30,453,0,0,0,0,0,0,5097,258,1674,8026,679,3092,53,0,25,0,0,0,34.501,19.412,311.711,555.210,0,0,0,25,117,504,1628,95,501,14,26,26,55,100,0,27,110,15,66,127,0,9,38,9,32,14,0,2,13,4,9,14,0,181,0,0,0,0,0,0,0,208,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,1.0000,1.0000,13,13,13,0.4517,0.4318,18,0,0
241,8.0,819,5393,74,239,454,33,93,5,125.50,0.943,0.714,0.129,0.100,0.218,-0.494,1.596,0.3504,1.2950,0.759,0.314,0.122,0.108,-0.017,119,37,18,0,1,0,38682.01,2197.596,13027.400,5.970,353.567,19.861,4283.310,2854.190,9.008,6749.249,5399.399,533.226,2468.873,301.208,0.000130,-0.000115,173,0,14,4,16,13,8239,125,4,4.569,199,14,4,0,0,1,3,701,152,108,1,3,104,0,7113,714,23,10148.171,7856.173,175.699,0.731,1.592,1529.568,1194.946,191.428,105,22,11,10,1,1540,4939,509,9,7906.156,4215.808,44.038,0.492,2.661,1231.509,800.571,62.232,37,11,8,3,0,1445,1565,122,2,1356.603,445.821,1.164,0.000,0.000,328.896,177.560,4.770,1,5,5,0,0,911,1374,131,7,1302.859,218.159,4.520,0.177,0.000,312.822,173.102,6.430,0,5,4,1,0,1109,847,95,0,1202.500,80.067,0.000,0.000,0.316,158.633,84.296,1.599,0,6,6,0,0,1388,338,13,7,283.281,5.265,0.520,0.000,0.000,59.268,25.470,0.055,0,3,3,0,0,701,0,0,0,0,0,0,0,0,0,0,0,0,3837,397,329,2989,40,480,0,0,0,0,0,0,5632,235,2168,10484,1379,2879,60,0,3,0,0,0,35.783,20.067,687.980,600.236,0,0,0,27,149,628,1673,72,513,15,28,24,65,107,0,56,131,25,107,135,0,7,34,9,26,17,0,1,7,3,10,12,0,196,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1.0000,1.0000,15,15,15,0.4978,0.3953,23,0,0
271,9.0,939,4543,74,256,572,26,85,9,129.61,0.956,0.712,0.119,0.102,0.208,-0.563,1.595,0.3564,1.3406,0.746,0.289,0.104,0.107,-0.021,112,42,43,0,0,0,42663.21,2524.190,15111.116,25.642,305.535,24.287,4897.160,3451.776,10.471,8319.834,6655.867,1593.490,1643.878,419.003,0.000156,-0.000960,119,0,39,4,41,38,9492,58,4,14.527,143,4,3,0,0,3,0,657,150,128,8,0,119,1,9629,912,41,14334.508,11221.956,229.439,1.197,11.767,2034.827,1570.861,211.177,159,51,16,35,0,3304,5625,395,10,5631.951,3036.997,42.075,0.752,2.346,1402.959,1052.242,49.821,23,12,10,2,0,1489,1466,71,1,869.067,303.507,1.689,4.963,0.000,315.566,187.119,7.087,1,4,3,1,0,1039,1207,148,1,1407.719,230.437,4.069,4.203,0.000,266.351,152.840,1.145,1,7,6,1,0,1517,705,76,8,1071.619,65.835,2.949,0.000,0.414,125.770,64.587,0.419,0,3,3,0,0,798,201,14,0,297.500,7.232,0.000,0.000,0.000,33.577,10.295,0.000,0,4,4,0,0,1015,0,0,0,0,1,0,0,0,0,0,0,0,4141,383,441,3320,61,495,0,0,0,0,0,0,6084,339,2497,12670,1676,2518,79,20,0,0,0,0,37.995,19.466,973.020,610.500,0,0,0,31,145,676,1702,79,369,15,35,19,73,114,0,66,123,33,170,180,0,6,30,6,26,17,0,1,6,2,8,9,0,206,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,1.0000,1.0000,15,15,15,0.5180,0.3874,23,0,0
301,10.0,1007,3957,63,268,641,16,82,18,126.18,0.958,0.715,0.107,0.106,0.203,-0.606,1.602,0.3604,1.3560,0.705,0.265,0.089,0.108,-0.024,104,57,52,0,0,0,45265.91,2687.538,15260.752,52.098,439.887,21.691,5396.065,4123.847,21.787,7146.297,5717.038,2281.071,1791.461,354.195,0.000181,-0.002845,88,0,40,12,51,39,10423,22,12,44.871,85,1,1,0,0,1,0,616,92,88,3,0,83,2,12331,853,53,14534.106,11086.544,368.034,2.056,41.688,2596.861,2130.497,273.652,137,51,21,30,0,4111,5659,374,12,6123.521,3273.271,43.071,0.000,3.183,1403.460,1161.059,50.333,15,31,25,6,0,3898,1382,93,1,1104.996,378.820,1.948,3.599,0.000,300.091,168.070,3.754,1,2,1,1,0,379,1093,125,0,1462.500,244.089,0.000,1.573,0.000,235.822,125.997,1.548,0,3,3,0,0,856,486,36,0,672.500,50.771,0.000,0.000,0.000,83.590,46.692,0.030,0,9,6,3,0,2480,131,9,0,120.000,2.510,0.000,0.000,0.000,20.014,6.524,0.000,0,1,1,0,0,282,0,0,0,0,1,0,0,0,0,0,0,0,4349,417,533,3530,62,480,0,0,0,0,0,0,6142,1132,1745,14871,1273,2875,69,9,0,0,0,0,38.679,22.885,1203.354,594.591,0,0,0,34,167,798,1585,66,326,16,30,22,76,124,0,67,150,42,131,251,0,4,29,9,22,18,0,0,2,2,6,6,0,222,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1.0000,1.0000,17,17,17,0.5443,0.4319,24,1,0
