tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,440,11356,0,139,136,78,87,1,12.04,0.858,0.796,0.205,0.177,0.218,-0.149,1.536,0.3133,1.1915,0.810,0.475,0.179,0.106,-0.009,36,0,49,0,0,0,24974.24,1282.954,8591.447,73.994,20.930,11.639,2287.595,1009.481,0.136,3139.376,2511.501,2693.944,1446.312,260.148,0.000108,-0.000992,17,0,34,15,36,27,3620,5,15,32.394,649,80,58,6,0,44,8,707,151,139,1,0,135,3,2131,434,1,5131.752,4144.798,3.004,1.426,19.064,401.106,192.077,21.053,45,10,0,10,0,157,1710,371,2,3596.557,2009.686,4.570,6.386,9.885,386.786,182.693,26.990,17,8,0,8,0,110,1628,341,4,3975.814,1356.855,7.248,0.000,0.000,367.670,171.188,7.783,5,3,0,3,0,58,985,250,2,2721.010,492.869,0.990,0.831,3.295,235.771,96.896,7.642,1,6,0,6,0,47,1352,299,3,3097.798,212.910,1.637,16.986,0.150,300.999,142.224,6.394,0,4,0,4,0,38,1131,208,0,3012.500,24.699,0.000,15.972,0.000,220.357,94.424,3.865,0,3,0,3,0,46,0,0,0,0,10,2,0,0,0,0,0,0,2160,19,61,1885,0,63,0,0,0,0,0,0,4439,23,392,4480,15,415,18,0,0,0,0,0,1.892,2.732,14.391,105.054,0,0,0,59,71,150,2057,4,157,2,7,2,57,71,0,4,16,0,29,87,0,1,13,0,22,51,0,2,15,1,25,35,0,120,9,1,0,0,0,0,0,110,5,1,0,0,0,0,0,69,4,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0.9447,0.9447,1,1,1,0.5545,0.5545,1,0,0
61,2.0,566,9861,0,148,250,76,92,2,20.19,0.889,0.866,0.208,0.152,0.187,-0.309,1.530,0.3044,1.3825,0.816,0.453,0.172,0.101,-0.029,49,0,21,0,0,0,29501.10,1261.291,11444.713,23.874,66.497,16.642,2652.569,1355.078,2.160,5635.931,4508.745,1073.155,1823.211,169.657,0.000129,-0.000451,21,0,17,4,19,15,4220,0,4,14.308,546,48,35,0,0,31,4,849,174,164,3,0,156,5,3325,462,4,8477.452,6819.963,33.224,0.515,6.221,588.163,340.230,10.337,89,4,0,4,0,167,2233,463,5,5358.038,2925.103,20.178,3.898,6.062,526.843,296.671,28.933,34,6,0,6,0,183,1725,244,5,2642.415,950.197,9.293,2.065,2.025,406.690,235.720,11.215,6,2,0,2,0,79,978,184,1,1962.153,339.414,1.091,3.088,0.000,235.167,106.119,3.216,3,2,0,2,0,101,1263,218,6,2568.025,164.755,2.711,0.000,0.000,284.814,158.690,1.209,0,1,0,1,0,34,1021,139,0,2040.000,17.720,0.000,0.000,0.000,200.280,100.937,1.112,0,2,0,2,0,93,1,0,1,0,0,0,0,0,0,0,0,0,2360,10,256,1980,0,132,0,0,0,0,0,0,5588,245,912,4868,193,1080,89,0,0,0,0,0,1.005,9.404,169.480,264.572,0,4,0,60,62,179,1796,64,371,0,16,1,60,71,0,10,42,0,70,128,0,7,23,1,16,45,0,6,23,0,17,30,0,122,9,1,0,0,0,0,0,195,2,1,0,0,0,0,0,61,1,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0.9658,0.9658,1,1,1,0.4841,0.4841,1,0,0
91,3.0,746,8314,0,145,435,72,94,2,28.68,0.926,0.959,0.191,0.131,0.153,-0.448,1.519,0.3142,1.6616,0.844,0.434,0.130,0.096,-0.048,56,2,26,0,0,0,35654.39,1287.577,15509.958,21.296,419.201,20.359,3636.032,2464.259,3.913,8249.412,6599.530,932.584,1708.469,270.402,0.000148,0.000644,57,0,19,7,26,19,4867,0,7,15.889,511,46,42,0,0,39,3,846,282,237,1,0,233,3,6978,688,45,14038.645,10935.335,361.820,0.496,7.984,1295.748,953.018,13.413,166,9,0,9,0,322,3181,482,5,5475.960,3012.321,31.548,3.801,6.348,774.058,591.582,43.411,31,4,0,4,0,157,1813,237,4,2533.524,896.298,21.533,1.110,1.558,435.970,347.520,23.153,5,4,1,3,0,150,987,189,1,2349.256,423.826,0.998,0.000,0.000,234.802,141.411,0.885,1,0,0,0,0,0,1264,163,2,2021.699,127.528,3.302,0.000,0.000,284.126,170.716,1.334,0,3,1,2,0,186,981,96,0,1630.000,10.250,0.000,0.000,0.000,192.436,112.142,1.093,0,1,0,1,0,82,1,0,0,0,2,0,0,2,0,0,0,0,2429,0,380,1938,7,182,26,0,26,0,0,0,9247,635,1901,5833,601,1703,124,0,0,0,0,0,0.435,14.847,574.684,550.596,0,2,0,62,92,202,1903,208,669,1,24,1,60,59,0,32,147,0,138,118,0,14,29,0,13,38,0,7,25,0,14,26,0,112,7,1,0,0,0,0,0,256,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,37,3,0,0,0,0,0,0,0.9743,0.9743,1,1,1,0.3231,0.3231,1,0,0
121,4.0,1178,6012,0,145,877,67,89,3,41.39,0.977,1.094,0.147,0.122,0.117,-0.593,1.519,0.3168,2.0711,0.851,0.359,0.078,0.087,-0.069,62,19,30,0,0,0,51279.48,1279.432,32664.495,19.294,452.094,19.413,5419.684,5410.947,4.014,19620.583,15696.467,1203.215,2029.026,347.132,0.000181,0.001288,80,0,28,2,28,26,5779,25,2,4.485,496,33,26,0,0,24,2,825,231,219,14,0,196,9,14982,1525,41,34390.075,27152.066,432.527,0.158,2.109,2891.618,3523.813,23.583,426,21,2,19,0,863,4108,620,3,7786.450,4365.729,10.371,3.670,2.376,1009.586,925.165,64.851,46,11,6,5,0,704,1721,196,2,1974.773,672.678,5.114,8.797,0.000,417.704,313.073,24.644,4,8,6,2,0,733,996,145,0,1735.000,320.586,0.000,2.185,0.000,237.741,154.950,3.669,3,2,1,1,0,232,1175,84,8,945.406,64.742,2.605,0.000,0.000,263.907,178.096,2.331,0,2,2,0,0,217,935,91,1,1405.584,10.416,0.011,0.000,0.000,184.727,130.675,0.135,0,3,2,1,0,338,0,0,0,0,0,0,0,2,0,0,0,0,2489,0,498,1821,50,270,30,21,9,0,0,0,16749,2323,5801,6902,827,2388,266,0,45,0,0,0,3.918,18.119,1668.556,1850.752,0,22,0,71,104,219,2696,387,1187,3,29,2,53,58,0,147,326,3,118,283,0,14,32,0,10,33,0,13,19,0,11,24,0,105,7,1,0,0,0,0,0,331,61,12,0,0,0,0,0,41,1,1,0,0,0,0,0,34,0,1,0,0,0,0,0,0.8588,0.8588,1,0,0,0.3447,0.3447,1,0,0
151,5.0,1772,2998,42,143,1490,58,81,2,63.15,1.022,1.201,0.130,0.106,0.095,-0.660,1.528,0.3102,2.3939,0.856,0.343,0.061,0.082,-0.080,121,69,39,0,0,0,69956.83,1308.048,51673.863,50.746,483.488,23.540,8883.429,14692.982,4.315,29210.483,23368.387,1586.414,2988.615,357.463,0.000130,0.001749,64,0,37,2,28,26,6837,6,2,2.910,455,81,79,10,0,64,5,717,235,220,9,0,208,3,29186,2342,39,55317.359,43598.791,414.829,0.318,0.000,5996.121,12037.104,31.247,615,72,46,26,0,3586,5829,859,7,13031.207,7290.260,48.322,4.200,2.910,1464.166,1700.785,95.594,83,15,7,8,0,1118,1628,99,5,1116.751,416.973,9.537,7.788,0.000,387.253,302.596,22.834,1,5,4,1,0,667,984,101,0,1405.000,284.438,0.000,0.550,0.000,233.381,162.734,2.624,1,4,3,1,0,454,1069,42,7,437.817,24.719,3.891,34.980,0.000,241.456,153.311,12.701,0,6,5,1,0,835,824,31,0,547.500,6.372,0.000,0.000,0.000,158.065,101.079,0.470,0,3,3,0,0,407,1,0,0,0,0,0,0,1,0,0,0,0,2467,16,583,1786,89,355,30,30,0,0,0,0,30335,8382,10761,8479,1606,3569,706,66,248,0,0,0,10.030,20.538,8132.377,3894.973,0,11,0,117,122,244,3497,1064,1467,8,33,1,48,53,0,644,375,0,112,359,0,15,31,0,6,29,0,10,18,0,12,18,0,95,6,1,0,0,0,0,0,459,2,10,0,0,0,0,0,34,1,0,0,0,0,0,0,29,0,1,0,0,0,0,0,0.9581,0.9739,7,6,7,0.4471,0.4323,23,0,0
181,6.0,1902,969,42,143,1637,52,70,4,54.39,1.015,1.234,0.135,0.097,0.092,-0.674,1.534,0.3074,2.5296,0.897,0.378,0.044,0.081,-0.082,95,380,95,0,0,0,63714.86,1346.305,43941.816,37.940,350.198,28.098,12186.682,30207.055,5.137,24832.966,19866.373,2720.400,1037.265,444.893,0.000214,0.000087,48,0,93,2,83,82,7746,0,2,2.421,435,99,91,2,0,78,11,578,235,222,21,0,197,4,41784,2027,28,49224.600,38924.036,264.810,1.087,2.356,8858.982,25898.250,57.478,553,429,346,83,0,20793,7781,483,13,8282.628,4696.040,78.502,13.062,0.000,2019.062,3396.033,143.023,50,27,23,4,0,2175,1408,38,4,524.917,193.604,4.688,6.490,0.000,335.586,244.992,20.179,0,7,2,5,0,960,833,32,3,517.130,94.744,2.198,10.320,0.000,194.630,157.812,8.223,0,4,3,1,0,610,946,17,0,162.500,9.557,0.000,1.078,0.000,221.408,129.427,4.670,0,3,3,0,0,529,733,13,0,167.500,2.579,0.000,3.481,0.065,139.240,67.785,3.170,0,3,3,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,2516,78,721,1745,149,406,30,30,0,0,0,0,42046,21086,9211,10357,3614,3974,1082,583,411,0,0,0,18.899,22.226,24097.233,3414.192,0,9,5,102,145,347,2623,1490,651,10,40,0,44,49,0,893,408,0,116,220,0,17,22,0,5,26,0,10,18,0,11,13,0,87,5,1,0,0,0,0,0,316,14,6,0,0,0,0,0,31,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0.9092,0.9420,6,4,5,0.4894,0.4965,23,1,0
211,7.0,1404,705,42,151,1156,40,57,5,74.97,0.972,1.179,0.126,0.081,0.110,-0.666,1.530,0.3095,2.4195,0.865,0.391,0.038,0.084,-0.075,86,600,55,0,2,0,43961.36,1416.478,15624.171,18.448,316.681,20.697,10275.498,23684.465,6.430,6250.792,5000.634,1031.397,336.828,227.819,0.000148,-0.001238,55,0,55,0,49,49,6890,2,0,0.000,260,61,50,0,0,41,9,496,167,163,21,0,142,0,35095,716,44,17912.584,13968.037,304.998,0.870,0.000,7346.300,19782.828,41.799,138,543,492,49,2,33893,6877,141,3,2467.402,1436.974,6.143,3.941,0.000,1784.947,3165.590,71.295,10,86,81,5,0,7075,1184,27,1,417.812,153.337,2.244,6.599,0.000,273.971,225.715,15.128,1,12,11,1,0,1952,735,4,3,59.268,8.816,1.597,7.039,0.000,167.264,138.787,8.930,1,3,3,0,0,529,795,11,2,140.425,8.315,0.231,0.000,0.000,180.938,106.397,2.412,0,5,5,0,0,980,554,7,0,87.500,1.611,0.000,0.000,0.000,96.540,42.488,0.757,0,7,7,0,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,2613,258,662,1763,120,531,30,30,0,0,0,0,35094,15459,10882,9016,3929,2686,1130,795,246,0,0,0,26.755,21.590,17930.959,3722.578,0,11,5,121,186,355,926,287,271,16,41,0,47,47,0,394,403,0,110,249,0,14,12,0,11,20,0,6,12,0,13,9,0,91,3,0,0,0,0,0,0,315,12,32,0,0,0,0,0,30,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0.8833,0.9249,7,4,6,0.4246,0.4243,19,0,0
241,8.0,1163,582,42,156,934,26,47,3,102.68,0.944,1.152,0.101,0.075,0.124,-0.676,1.524,0.3232,2.3915,0.855,0.385,0.041,0.084,-0.075,65,365,16,0,2,0,39615.99,1503.287,15221.479,3.882,440.487,12.766,7453.136,11798.350,8.533,5651.416,4521.133,222.629,282.015,179.070,0.000106,-0.001819,43,0,16,0,15,15,5940,1,0,0.000,134,12,12,0,0,8,4,348,124,119,2,0,117,0,26231,699,38,17728.719,13669.689,408.897,0.116,0.000,5273.147,9638.302,30.695,132,299,285,13,1,26538,4785,139,4,2626.706,1423.070,30.754,2.097,0.000,1207.171,1640.066,24.332,5,60,59,1,0,6159,901,18,0,187.500,70.579,0.000,0.626,0.000,203.009,154.240,4.610,0,6,5,1,0,1291,636,10,0,162.500,34.038,0.000,1.043,0.000,146.660,129.757,1.597,0,4,3,1,0,880,528,7,0,70.000,3.728,0.000,0.000,0.000,111.070,56.346,0.499,0,10,9,0,1,2199,434,2,0,50.000,1.340,0.000,0.000,0.000,68.869,27.354,0.159,0,4,4,0,0,918,0,0,0,0,0,0,0,0,0,0,0,0,2692,352,660,1892,147,574,30,30,0,0,0,0,25720,6751,8437,6829,2351,2065,966,338,390,0,0,0,34.694,21.088,6553.056,2794.384,0,47,3,138,178,443,882,110,201,19,41,0,46,50,0,237,299,0,212,186,0,13,7,0,6,21,0,3,8,0,9,6,0,91,4,1,0,0,0,0,0,363,33,2,0,0,0,0,0,27,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0.9096,0.9340,8,6,8,0.4198,0.3793,18,0,0
271,9.0,1064,640,42,161,847,20,36,6,126.14,0.928,1.139,0.084,0.069,0.134,-0.692,1.526,0.3220,2.4365,0.839,0.317,0.048,0.087,-0.075,54,215,12,0,0,0,37421.13,1572.929,13399.850,6.403,686.699,11.866,6353.286,9173.252,6.025,5031.483,4025.186,221.775,188.513,224.895,0.000172,-0.002720,68,0,11,1,11,10,5404,0,1,2.796,119,10,10,0,0,10,0,324,146,146,3,0,143,0,23223,610,60,15900.342,11990.874,665.690,0.148,0.000,4587.738,7790.266,26.818,119,171,162,9,0,18232,3592,121,5,2411.061,1335.139,19.429,0.179,2.796,897.682,943.156,28.025,3,38,36,2,0,5097,771,11,0,117.500,41.568,0.000,1.183,0.000,176.431,141.983,5.436,0,3,3,0,0,774,490,7,3,76.808,15.574,1.580,2.097,0.000,111.607,74.923,6.069,0,8,8,0,0,1746,391,5,0,90.000,6.146,0.000,0.000,0.000,78.684,37.410,0.342,0,2,2,0,0,513,317,1,0,7.500,0.003,0.000,0.000,0.000,47.226,16.989,0.075,0,4,4,0,0,1041,0,0,0,0,0,0,0,0,0,0,0,0,2733,416,689,1965,223,582,30,30,0,0,0,0,22565,4820,7315,5429,1447,1488,790,108,543,0,0,0,44.436,22.468,4426.091,2385.875,0,55,4,145,200,474,761,97,193,26,42,0,40,53,0,189,283,3,152,220,0,11,4,0,7,14,0,5,6,0,4,5,0,90,3,0,0,0,0,0,0,356,19,0,0,0,0,0,0,18,1,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0.9677,0.9314,7,6,6,0.4314,0.3812,17,0,0
301,10.0,1019,700,41,168,807,15,29,4,136.54,0.918,1.137,0.065,0.070,0.141,-0.706,1.527,0.3202,2.4961,0.844,0.315,0.046,0.090,-0.076,54,157,24,0,3,0,37588.41,1651.553,15129.262,5.518,641.305,10.430,5732.338,8645.945,9.685,5457.936,4366.349,691.465,191.518,256.518,0.000172,-0.004496,62,0,24,0,24,24,5050,0,0,0.000,106,10,10,0,0,10,0,232,113,113,5,0,108,0,21650,692,54,17873.243,13620.054,625.378,0.443,0.000,4237.792,7453.132,42.671,127,152,126,23,3,18635,2989,126,5,2461.474,1394.659,14.362,0.390,0.000,718.941,828.531,22.613,5,20,19,1,0,3515,634,12,1,198.561,66.082,1.394,4.685,0.000,145.148,100.968,4.242,0,4,4,0,0,1098,320,6,0,150.000,31.025,0.000,0.000,0.000,67.878,33.996,1.685,0,3,3,0,0,799,306,1,2,10.896,0.319,0.171,0.000,0.000,58.172,28.289,0.195,0,4,4,0,0,1150,240,2,0,15.000,0.004,0.000,0.000,0.000,33.187,11.579,0.131,0,1,1,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,2866,552,696,2025,278,645,30,30,0,0,0,0,20737,4482,7026,4764,1089,1348,638,47,234,0,0,0,62.687,20.988,4038.587,2359.321,0,32,0,164,238,505,847,125,210,30,49,0,35,54,0,185,239,4,126,253,0,6,9,0,7,7,0,6,3,0,2,4,0,86,3,0,0,0,0,0,0,367,16,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.9601,0.9589,6,5,6,0.4093,0.3959,15,0,0
