tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both
31,1.0,449,11327,0,138,144,80,87,1,11.75,0.865,0.803,0.212,0.179,0.215,-0.151,1.520,0.3200,1.2244,0.811,0.471,0.199,0.106,-0.011,37,0,44,0,0,0,25964.74,1275.452,8785.826,69.561,27.235,11.469,2309.689,604.163,0.139,3317.007,2653.606,2324.523,1383.879,231.644,0.000128,-0.001712,20,0,30,14,33,24,3544,5,14,30.252,662,85,60,6,0,45,9
61,2.0,583,9753,0,151,250,79,103,2,19.00,0.885,0.826,0.232,0.162,0.183,-0.265,1.517,0.3231,1.3067,0.794,0.470,0.169,0.110,-0.028,43,0,18,0,0,0,30628.65,1247.067,10695.325,10.038,91.907,16.499,2726.255,700.190,2.231,5706.119,4564.895,811.073,1692.890,214.653,0.000117,-0.002290,33,0,17,1,15,14,4310,1,1,1.675,600,60,49,0,0,45,4
91,3.0,726,8205,0,149,390,79,108,1,24.43,0.896,0.857,0.198,0.147,0.150,-0.364,1.518,0.3203,1.4599,0.861,0.477,0.146,0.116,-0.043,62,1,28,0,1,0,36189.47,1311.195,12569.593,18.293,174.599,23.811,3565.479,976.084,3.889,6521.466,5217.173,959.910,1284.910,243.695,0.000105,-0.002829,34,0,24,4,25,21,5674,4,4,8.582,587,58,48,0,0,44,4
121,4.0,1008,6534,0,148,668,78,114,2,32.98,0.941,0.899,0.163,0.120,0.114,-0.468,1.521,0.3259,1.6545,0.856,0.439,0.097,0.126,-0.064,81,3,31,0,0,0,46123.30,1324.137,20441.221,26.729,291.024,22.792,4752.264,1442.096,2.929,12615.017,10092.013,1521.806,1296.495,319.658,0.000145,-0.002615,45,0,28,3,30,27,7187,0,3,11.065,619,49,30,0,0,27,3
151,5.0,1365,4462,24,149,1018,77,121,7,41.80,0.971,0.924,0.144,0.099,0.090,-0.529,1.523,0.3220,1.7736,0.839,0.443,0.077,0.132,-0.085,81,8,83,0,0,0,59167.55,1344.096,29731.640,123.960,254.114,25.764,6748.570,2136.615,7.266,17989.340,14391.473,3472.466,1752.670,440.001,0.000166,-0.002508,53,0,81,2,50,49,8629,3,2,1.487,598,132,123,31,0,92,0
181,6.0,1816,2468,24,151,1467,72,126,14,60.19,0.963,0.939,0.126,0.088,0.075,-0.576,1.523,0.3237,1.8741,0.856,0.444,0.064,0.135,-0.104,98,17,76,0,0,0,73180.24,1396.471,33287.632,65.152,426.653,26.334,9180.611,3035.715,17.950,21015.491,16812.393,2708.945,1092.839,497.402,0.000126,-0.001678,50,0,73,3,61,59,9788,2,3,3.555,580,101,96,14,0,76,6
211,7.0,2086,1294,24,154,1751,62,119,28,88.99,0.954,0.943,0.115,0.085,0.069,-0.597,1.526,0.3244,1.9424,0.868,0.357,0.050,0.137,-0.115,103,47,66,0,0,0,76838.84,1463.137,24631.237,51.505,950.088,27.943,11376.640,4125.593,32.687,14543.810,11635.048,2407.839,862.746,773.018,0.000136,-0.002310,118,0,65,1,54,53,10515,9,1,5.098,562,147,147,8,0,130,9
241,8.0,2132,881,24,154,1820,54,104,38,113.83,0.944,0.939,0.109,0.082,0.068,-0.611,1.532,0.3168,1.9750,0.853,0.344,0.048,0.138,-0.121,100,84,95,0,4,0,72326.62,1519.563,16349.674,64.683,631.459,25.754,11876.028,4678.760,49.633,8741.805,6993.444,3087.661,432.463,573.229,0.000137,-0.002718,78,0,92,3,64,61,9954,0,3,4.553,447,91,85,2,0,76,7
271,9.0,2078,662,24,155,1787,42,94,50,137.85,0.933,0.934,0.102,0.080,0.070,-0.625,1.531,0.3166,1.9891,0.862,0.303,0.042,0.138,-0.124,84,148,70,0,5,0,69281.61,1533.751,16079.371,45.624,725.365,24.279,11689.631,4817.220,61.913,6495.625,5196.500,2045.425,256.692,533.750,0.000115,-0.003202,95,0,66,4,48,46,8973,1,4,2.251,390,65,45,8,0,30,6
301,10.0,2041,506,23,161,1762,36,82,52,152.74,0.926,0.932,0.092,0.081,0.073,-0.635,1.529,0.3238,2.0043,0.845,0.280,0.042,0.139,-0.125,74,136,72,0,11,0,67708.58,1649.938,17051.598,49.662,652.748,20.183,11313.947,4573.829,71.238,7135.879,5708.703,2305.448,186.046,446.548,0.000175,-0.004600,89,0,70,2,53,51,8096,1,2,3.850,252,30,30,7,0,21,2
331,11.0,1952,571,23,160,1698,29,65,57,169.74,0.926,0.936,0.087,0.080,0.075,-0.642,1.525,0.3322,2.0389,0.866,0.275,0.037,0.139,-0.127,75,125,73,0,7,0,64729.33,1717.597,13989.679,85.161,713.967,20.491,10801.644,4216.140,72.026,4653.140,3722.512,2172.957,106.742,471.545,0.000151,-0.005461,108,0,70,3,40,37,7661,1,3,4.101,214,46,46,27,0,19,0
361,12.0,1927,610,23,164,1682,21,60,54,177.57,0.929,0.937,0.085,0.081,0.077,-0.651,1.520,0.3335,2.0694,0.852,0.256,0.036,0.140,-0.128,61,121,60,0,4,0,64962.00,1778.463,16863.865,49.828,647.617,14.982,10557.548,4143.516,75.908,6309.001,5047.201,1811.717,132.020,476.982,0.000130,-0.005262,89,0,58,2,43,41,7610,0,2,6.062,218,40,40,9,0,30,1
391,13.0,1950,574,23,166,1715,18,51,64,190.10,0.934,0.944,0.081,0.085,0.076,-0.657,1.523,0.3218,2.0862,0.849,0.241,0.034,0.140,-0.131,68,94,68,0,3,0,68148.70,1905.290,20682.780,31.441,820.754,12.377,10615.323,4207.751,76.053,7456.815,5965.452,2201.008,237.147,604.157,0.000115,-0.005899,98,0,63,5,62,59,7465,0,5,9.796,225,29,27,3,0,20,4
