tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,460,10379,0,149,121,93,97,0,9.04,0.863,0.835,0.198,0.239,0.231,-0.051,1.588,0.3166,1.4303,0.789,0.477,0.161,0.102,-0.002,45,0,27,0,0,0,25386.43,1357.072,7435.816,48.938,42.752,12.237,2308.929,618.851,0.000,3328.692,2662.954,1348.758,1419.459,195.747,0.000125,-0.000862,22,0,24,3,7,7,3153,4,3,2.300,725,159,127,12,0,110,5,785,141,105,7,3,90,5,1345,215,1,2244.730,1865.248,2.090,0.203,0.000,306.572,83.099,5.951,8,4,0,4,0,22,1655,344,2,5942.728,3300.284,9.996,0.943,0.000,380.738,121.293,6.588,42,7,0,7,0,30,1551,266,4,3749.694,1220.738,11.633,1.041,0.000,327.382,90.378,2.880,11,4,0,4,0,20,1316,171,7,2675.070,494.902,9.609,9.807,2.117,263.093,74.051,10.886,2,1,0,1,0,6,1673,304,3,3729.320,237.126,0.925,31.239,0.183,355.157,96.099,20.069,1,7,0,7,0,106,1320,214,1,3010.389,15.845,0.001,3.405,0.000,278.807,66.712,3.490,0,1,0,1,0,31,1,2,1,0,4,0,0,1,2,0,0,0,2206,0,53,2064,46,79,0,0,0,0,0,0,3992,214,546,4868,401,630,0,0,0,0,0,0,0.316,1.070,43.852,62.657,0,3,0,47,61,130,1637,114,270,2,10,24,90,23,0,32,23,11,29,26,0,11,17,11,44,14,0,6,20,4,48,15,0,60,42,35,0,0,0,0,0,38,17,11,0,0,0,0,0,39,14,16,0,0,0,0,0,43,13,11,0,0,0,0,0,0.5310,0.5310,1,0,0,0.4587,0.4587,1,0,0
61,2.0,556,9110,0,151,210,88,107,1,24.13,0.916,0.897,0.176,0.371,0.206,-0.170,1.574,0.3189,1.6549,0.831,0.497,0.133,0.109,-0.005,50,1,24,0,0,0,28627.21,1310.251,9578.900,33.720,60.725,18.797,2916.542,785.026,0.102,5041.889,4033.512,1163.659,1593.765,214.614,0.000099,-0.001623,23,0,14,10,9,7,3065,1,10,11.751,665,97,63,3,0,60,0,720,86,46,4,0,39,3,1543,216,3,2317.304,1885.859,11.136,0.121,5.622,354.354,92.616,6.804,12,0,0,0,0,0,3437,488,6,10246.164,5654.027,38.346,2.301,4.393,905.871,317.811,11.012,80,4,1,3,0,93,1710,241,6,3713.101,1253.345,10.426,0.000,0.000,384.982,93.085,1.788,11,4,0,4,0,165,1345,134,0,2002.500,375.511,0.000,7.573,0.766,271.002,69.602,6.450,3,1,0,1,0,46,1483,227,3,2412.152,147.572,0.683,2.983,0.828,312.417,73.849,9.033,1,4,0,4,0,168,1228,148,4,2345.186,11.800,0.027,8.991,0.143,260.648,60.868,4.992,0,2,0,2,0,90,1,1,0,0,0,0,0,0,0,0,0,0,2311,29,192,2204,80,324,0,0,0,0,0,0,5463,1543,1127,5283,1560,997,0,0,0,0,0,0,1.021,4.073,247.593,100.210,0,16,0,62,75,137,1543,423,375,5,23,16,88,19,0,138,26,8,29,9,0,35,23,9,29,11,0,10,34,7,28,9,0,53,40,30,0,0,0,0,0,24,10,12,0,0,0,0,0,25,11,13,0,0,0,0,0,27,7,10,0,0,0,0,0,0.4924,0.4924,1,0,0,0.3381,0.3381,1,0,0
91,3.0,733,7612,0,150,373,87,123,2,30.63,0.972,0.991,0.150,0.551,0.174,-0.275,1.577,0.3126,1.9159,0.852,0.500,0.106,0.115,-0.008,68,0,13,0,0,0,35353.00,1338.963,15117.620,27.136,34.267,26.644,3981.528,1104.241,1.644,8067.861,6454.289,822.572,2071.724,162.642,0.000083,-0.001345,39,0,9,4,4,4,3046,33,4,0.655,629,56,49,5,0,41,3,721,81,54,0,0,36,18,1903,201,2,2485.977,1970.416,11.483,0.000,0.000,447.470,119.793,2.162,15,2,0,2,0,104,6427,872,2,19601.366,10883.195,3.219,2.691,0.000,1776.395,617.890,10.852,158,5,0,5,0,168,2065,262,0,4817.500,1617.074,0.000,0.000,0.000,494.696,112.119,3.109,13,1,0,1,0,64,1350,131,1,1913.524,377.266,0.666,0.000,0.000,274.607,63.246,0.758,1,0,0,0,0,0,1423,147,0,1627.500,92.182,0.000,6.411,0.653,298.536,69.285,7.614,0,1,0,1,0,74,1200,106,1,1467.411,9.524,0.002,17.380,0.001,255.948,58.442,3.362,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,2398,94,368,2143,115,468,0,0,0,0,0,0,8137,4194,1816,6231,2907,1274,0,0,0,0,0,0,2.329,5.928,593.672,165.108,0,31,0,70,73,151,1792,836,450,9,33,15,73,20,0,224,71,20,54,4,0,49,31,8,24,11,0,23,26,5,23,10,0,51,33,24,0,0,0,0,0,16,12,50,0,0,0,0,0,24,8,11,0,0,0,0,0,23,9,6,0,0,0,0,0,0.4270,0.4270,1,0,0,0.4161,0.4161,1,0,0
121,4.0,1017,5717,0,144,655,86,132,7,45.40,1.010,1.085,0.117,0.727,0.146,-0.364,1.570,0.3100,2.1876,0.867,0.493,0.078,0.120,-0.014,74,11,26,0,0,0,46299.93,1342.644,23100.404,42.157,112.779,18.257,5856.186,1833.805,7.390,13429.360,10743.488,1317.502,1627.107,210.418,0.000163,-0.001398,18,0,19,7,15,12,3320,5,7,7.632,652,56,28,7,3,16,2,745,93,89,0,0,84,5,2944,262,0,4415.000,3355.178,0.000,0.000,3.134,717.915,206.645,2.961,48,3,1,2,0,214,11621,1353,13,32382.021,17786.688,103.416,6.075,3.801,3300.256,1213.547,26.628,258,19,8,11,0,1052,2448,232,0,4050.000,1425.254,0.000,0.000,0.000,600.365,152.174,1.557,13,5,0,5,0,293,1356,107,0,1607.500,296.986,0.000,0.000,0.000,272.072,60.298,2.020,0,2,1,1,0,199,1410,114,0,1222.500,71.793,0.000,9.055,0.696,295.164,68.923,9.072,0,0,0,0,0,0,1186,118,0,1812.500,12.224,0.000,19.396,0.001,247.020,52.474,3.668,0,1,1,0,0,107,1,0,0,0,5,0,0,2,0,0,0,0,2358,120,446,2073,151,589,0,0,0,0,0,0,13251,6371,4210,7714,4474,1557,0,0,0,0,0,0,2.818,6.950,926.052,481.230,0,24,0,78,85,193,2251,903,840,8,38,13,64,21,0,363,216,17,57,2,0,49,38,15,26,4,0,28,25,2,24,7,0,44,32,22,0,0,0,0,0,15,29,32,0,0,0,0,0,20,7,18,0,0,0,0,0,19,9,5,0,0,0,0,0,0.3889,0.3889,1,0,0,0.4405,0.4405,1,0,0
151,5.0,1268,4047,69,155,899,82,132,13,58.70,1.023,1.125,0.101,0.834,0.140,-0.411,1.588,0.3186,2.3124,0.826,0.432,0.061,0.121,-0.013,64,25,79,0,0,0,52665.66,1339.585,23335.685,46.138,172.031,21.205,8405.360,2933.052,14.415,14289.273,11431.419,2637.421,1086.836,420.737,0.000130,-0.001679,28,0,77,2,73,71,3581,0,2,9.212,610,42,31,3,0,28,0,753,81,81,3,0,62,16,4317,306,2,6187.293,4681.956,5.740,0.231,6.639,1077.986,333.795,15.180,77,20,1,19,0,1038,19075,1269,21,30091.523,16945.991,155.267,18.174,2.573,5500.108,2107.043,97.556,255,69,21,48,0,4353,2598,230,3,3861.059,1316.883,10.218,0.000,0.000,627.716,166.457,2.608,9,7,2,5,0,645,1273,70,1,1054.589,200.652,0.787,3.997,0.000,250.886,51.404,4.117,0,2,1,1,0,254,1385,69,0,762.500,40.463,0.000,0.000,0.000,290.068,63.057,3.106,0,2,0,2,0,277,1155,91,1,1233.747,10.987,0.020,14.525,0.000,231.219,50.965,2.622,0,2,0,2,0,287,0,1,0,0,3,0,0,4,0,0,0,0,2427,139,609,2039,120,696,0,0,0,0,0,0,20259,9527,7151,9544,4245,3076,0,0,0,0,0,0,2.334,9.357,1298.129,930.020,1,19,0,95,110,212,2087,564,956,9,48,14,62,22,0,312,364,49,162,12,0,49,49,6,26,2,0,30,26,3,15,8,0,48,32,18,0,0,0,0,0,28,126,69,0,0,0,0,0,16,6,12,0,0,0,0,0,12,11,3,0,0,0,0,0,0.7036,0.4520,5,1,0,0.4769,0.4398,19,0,0
181,6.0,1502,2680,69,160,1139,75,128,22,75.63,0.976,1.172,0.085,0.960,0.141,-0.473,1.594,0.3151,2.5424,0.828,0.412,0.050,0.117,0.004,65,60,78,0,0,0,56500.22,1427.702,24685.054,54.720,551.199,18.571,10533.747,3729.612,26.373,13752.248,11001.798,2927.753,1708.061,656.927,0.000144,-0.000674,93,0,74,4,69,65,3318,9,4,9.506,500,28,28,7,0,15,6,630,106,97,2,0,70,25,7682,641,16,14666.238,11162.565,151.314,1.974,3.595,2022.364,698.941,44.037,195,30,7,23,0,1630,22791,890,55,21215.091,12019.979,360.918,9.541,5.912,6596.978,2540.125,53.668,160,81,41,40,0,5416,2758,173,6,3534.772,1229.661,12.771,0.000,0.000,702.508,200.072,2.301,8,10,2,8,0,1018,1201,23,7,371.259,45.504,10.709,3.741,0.000,237.548,41.976,3.021,0,6,4,2,0,986,1301,48,0,535.000,29.268,0.000,3.930,0.000,282.422,60.087,3.029,0,3,2,1,0,488,1089,56,0,700.000,6.967,0.000,26.028,0.000,223.951,43.678,2.944,0,4,4,0,0,690,0,0,0,0,4,0,0,0,0,0,0,0,2616,171,701,2117,171,659,0,0,0,0,0,0,25171,8006,10374,11651,2125,4508,0,0,0,0,0,0,2.974,9.073,956.433,1390.933,0,34,11,120,137,263,1887,177,849,13,46,15,63,23,0,295,480,100,233,31,0,48,36,16,21,7,0,24,26,2,17,6,0,52,32,17,0,0,0,0,0,58,204,102,0,0,0,0,0,16,17,11,0,0,0,0,0,10,10,5,0,0,0,0,0,0.7571,0.5019,8,2,0,0.4767,0.4312,21,0,0
211,7.0,1785,1136,69,163,1434,70,118,31,89.50,0.928,1.221,0.065,1.074,0.139,-0.521,1.584,0.3298,2.8359,0.812,0.368,0.041,0.113,0.019,54,97,93,0,2,0,64576.70,1483.626,31289.756,40.003,613.934,15.103,12248.939,4506.544,45.156,17165.752,13732.602,2831.831,983.259,688.021,0.000188,0.000427,87,0,92,1,74,73,3270,7,1,0.674,480,87,75,11,0,60,4,575,91,62,8,0,41,13,13513,779,23,19058.576,14377.541,248.399,2.243,0.000,3524.537,1266.649,79.763,262,65,16,49,0,3451,24507,1180,50,28594.192,16066.425,342.163,8.460,0.674,6929.744,2750.212,35.664,201,102,69,31,2,9761,2604,100,3,2008.164,683.022,10.210,0.000,0.000,670.357,187.566,1.716,8,15,7,8,0,1867,1054,17,1,183.177,33.101,0.522,5.228,0.000,199.559,35.997,5.484,0,4,2,2,0,781,1247,25,3,228.130,9.225,1.368,10.097,0.000,269.087,54.060,9.703,0,2,1,1,0,409,918,19,0,370.000,4.026,0.000,13.301,0.000,175.894,37.076,6.443,0,3,2,1,0,561,0,0,0,0,2,0,0,1,0,0,0,0,2760,226,640,2114,242,640,0,0,0,0,0,0,29169,10591,10690,14674,4047,5096,0,0,0,0,0,0,4.216,8.241,1384.584,1433.385,2,89,6,130,168,296,2138,424,736,16,42,11,71,23,0,513,392,38,355,136,0,44,35,3,32,4,0,18,29,4,15,4,0,53,34,18,0,0,0,0,0,365,107,57,0,0,0,0,0,16,16,7,0,0,0,0,0,9,9,5,0,0,0,0,0,0.7519,0.6693,7,2,0,0.4725,0.4453,17,0,0
241,8.0,1773,442,69,164,1449,55,105,32,102.74,0.911,1.233,0.060,1.103,0.142,-0.540,1.593,0.3367,2.8912,0.824,0.311,0.035,0.112,0.020,32,130,155,0,9,0,59784.03,1592.584,21045.385,117.592,824.356,10.133,13706.783,5221.446,46.954,10391.446,8313.157,4906.609,573.422,1014.736,0.000148,0.000276,115,0,150,5,125,120,3045,0,5,16.585,371,98,90,20,3,65,2,501,93,78,10,3,59,6,17667,469,23,11696.247,8722.957,179.169,2.144,9.493,4558.457,1746.493,105.617,131,97,27,68,2,6754,27007,841,81,21615.735,12077.387,629.732,14.373,7.093,7497.932,2958.397,71.694,144,163,79,78,6,15569,2421,23,9,469.511,169.736,12.399,0.000,0.000,623.637,154.115,2.078,1,11,9,1,1,1820,922,6,1,116.441,16.676,3.013,7.940,0.000,168.729,34.860,6.721,0,3,2,1,0,655,1061,9,0,155.000,9.419,0.000,4.915,0.000,222.226,43.022,6.270,0,9,8,1,0,2030,818,1,1,9.844,0.012,0.042,71.635,0.000,151.944,33.822,22.216,0,6,5,1,0,1364,0,0,0,0,1,0,0,1,0,0,0,0,2828,295,736,2095,260,615,0,0,0,0,0,0,31973,12473,7324,17923,5378,4852,0,0,0,0,0,0,4.992,8.388,1663.566,1026.514,0,135,6,126,219,321,1360,208,277,20,52,8,65,19,0,599,320,13,323,194,0,32,35,5,28,5,0,19,21,2,9,4,0,45,32,15,0,0,0,0,0,451,30,49,0,0,0,0,0,18,13,7,0,0,0,0,0,9,4,2,0,0,0,0,0,0.7629,0.8020,5,1,1,0.4702,0.3857,13,0,0
271,9.0,1609,463,69,164,1318,34,93,35,126.11,0.896,1.231,0.056,1.106,0.149,-0.559,1.582,0.3277,2.9241,0.823,0.280,0.035,0.110,0.026,46,160,84,0,8,0,50815.84,1578.854,10504.785,61.270,650.278,9.838,12665.128,4731.216,51.598,3247.336,2597.869,2235.633,106.869,673.182,0.000125,0.000244,116,0,81,3,61,59,2831,23,3,18.092,310,58,47,18,3,26,0,458,54,49,4,0,36,9,16978,234,16,5850.332,4361.469,130.936,0.907,17.424,4350.612,1616.771,38.605,42,81,50,31,0,6185,24876,411,71,10909.149,5866.097,485.401,6.745,0.000,6883.488,2756.049,38.131,41,133,78,47,8,16197,2140,28,4,664.511,225.697,11.867,0.000,0.000,538.420,133.258,1.405,1,10,10,0,0,1839,859,10,0,162.500,32.884,0.000,2.951,0.668,152.571,32.206,4.553,0,3,3,0,0,748,809,5,2,48.596,2.204,0.591,9.362,0.000,160.079,31.231,14.398,0,10,8,2,0,2549,557,5,0,37.500,0.067,0.000,23.212,0.000,99.670,21.770,6.574,0,11,10,1,0,2818,0,0,0,0,0,0,0,0,0,0,0,0,2845,358,960,2083,365,611,0,0,0,0,0,0,29306,11665,7219,16913,6634,4182,0,0,0,0,0,0,6.195,9.960,1686.663,992.937,2,191,2,161,192,368,700,182,188,27,54,8,59,16,0,545,332,52,256,133,0,27,28,2,26,10,0,13,11,1,7,2,0,41,31,11,0,0,0,0,0,283,44,114,0,0,0,0,0,23,11,4,0,0,0,0,0,7,2,1,0,0,0,0,0,0.7110,0.6547,5,1,0,0.4538,0.4037,13,0,0
301,10.0,1463,426,62,171,1195,22,75,24,139.79,0.890,1.224,0.055,1.094,0.158,-0.571,1.585,0.3420,2.9628,0.799,0.281,0.038,0.110,0.028,35,162,61,0,14,0,46372.71,1643.773,12279.421,62.795,402.794,8.931,11286.312,4135.789,39.388,3302.047,2641.638,1767.954,154.267,385.001,0.000141,-0.000598,59,0,58,3,42,39,2599,1,3,16.310,137,45,30,14,0,16,0,357,38,36,5,0,28,3,15723,279,18,7033.770,5246.713,180.606,0.804,16.310,4005.024,1463.617,34.927,41,93,70,20,3,9003,22018,475,37,11928.340,6704.907,218.800,5.096,0.000,6090.682,2387.928,27.766,40,111,71,32,8,15248,1845,33,0,650.000,244.404,0.000,0.000,0.000,438.944,120.155,0.903,0,11,6,3,2,2528,761,15,1,263.223,47.238,1.878,2.918,0.000,131.739,27.043,1.344,0,7,5,2,0,1967,463,9,0,85.000,5.123,0.000,2.071,0.000,79.800,14.354,3.383,0,7,5,1,1,1940,311,3,2,29.192,0.032,0.001,35.597,0.000,55.319,10.511,7.113,0,5,5,0,0,1426,0,0,0,0,0,0,0,0,0,0,0,0,3021,441,906,2010,403,662,0,0,0,0,0,0,26142,10286,7051,14979,5819,4909,0,0,0,0,0,0,7.088,10.508,1556.431,1042.437,5,158,1,153,235,399,824,158,281,30,56,8,58,19,0,421,380,41,266,87,0,25,19,1,26,4,0,6,11,0,3,2,0,43,30,12,0,0,0,0,0,152,113,129,0,0,0,0,0,19,8,4,0,0,0,0,0,4,0,1,0,0,0,0,0,0.6078,0.4676,5,1,0,0.4735,0.4264,14,0,0
