tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,440,10028,0,151,103,77,109,0,13.42,0.869,0.780,0.193,0.165,0.238,-0.072,1.570,0.3043,1.2492,0.815,0.517,0.208,0.108,0.003,44,0,31,0,0,0,24920.16,1439.934,6488.748,52.328,8.876,19.433,2256.522,633.486,0.000,2627.914,2102.331,1564.347,1344.158,143.328,0.000127,-0.000891,7,0,22,9,11,9,3423,0,9,8.193,730,76,52,7,0,39,6,947,128,66,7,4,55,0,1380,200,0,3145.000,2689.551,0.000,0.143,4.711,262.351,77.275,5.378,26,2,0,2,0,16,1425,196,1,2874.983,1613.591,2.460,1.384,0.000,320.514,97.173,7.796,5,5,0,5,0,88,1707,327,1,3226.669,1145.538,1.720,1.181,1.313,390.871,110.204,3.241,10,5,0,5,0,52,1641,287,3,3942.737,663.876,4.680,13.862,1.663,333.987,110.641,11.482,3,5,0,5,0,85,1126,163,0,1555.000,106.440,0.000,8.933,0.293,244.567,65.520,5.011,0,4,0,4,0,46,1329,222,2,2824.239,19.339,0.017,18.631,0.213,312.611,87.645,7.663,0,1,0,1,0,27,0,0,0,0,2,1,0,2,1,0,0,0,2124,0,27,2127,0,23,0,0,0,0,0,0,4411,137,208,4197,176,196,0,0,0,0,0,0,0.000,0.228,15.516,24.419,0,0,0,43,36,189,1495,53,94,0,4,58,74,7,8,9,5,27,35,23,4,10,12,27,47,11,2,3,8,24,30,12,0,146,1,0,0,0,0,0,0,89,0,0,0,0,0,0,0,86,1,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0.9949,0.9949,1,1,1,0.4227,0.4227,1,0,0
61,2.0,514,8957,0,154,178,76,106,0,24.18,0.894,0.815,0.175,0.134,0.209,-0.248,1.547,0.3211,1.3071,0.850,0.519,0.192,0.113,0.009,50,0,19,0,0,0,28223.20,1442.431,9159.513,29.162,115.727,17.467,2519.877,692.549,0.000,3747.449,2997.959,986.014,2216.291,163.852,0.000116,-0.002121,22,0,14,5,14,10,4025,1,5,10.017,664,64,55,1,4,50,0,852,121,77,9,4,61,1,2731,360,8,6746.566,5988.052,96.909,0.001,0.000,538.287,173.349,17.706,79,4,0,4,0,109,1370,195,0,2827.500,1560.665,0.000,1.080,7.136,311.286,82.983,10.960,1,2,0,2,0,116,1702,251,3,2299.078,827.054,4.564,7.418,2.077,401.471,106.049,10.186,4,6,0,6,0,286,1556,210,9,2871.849,456.024,13.874,7.841,0.804,314.536,95.707,8.605,1,1,0,1,0,35,1050,102,1,925.027,65.785,0.251,0.000,0.000,232.322,56.636,4.561,0,0,0,0,0,0,1249,166,0,2330.000,14.596,0.000,2.804,0.000,296.663,76.047,1.965,0,1,0,1,0,50,0,0,0,0,0,0,0,1,0,0,0,0,2294,15,124,2290,3,42,0,0,0,0,0,0,4441,548,426,5217,274,417,0,0,0,0,0,0,0.112,0.695,52.968,44.364,0,6,0,35,54,205,1365,157,184,2,6,62,68,8,8,12,6,36,80,40,4,19,10,26,42,8,1,4,11,23,29,9,0,145,1,0,0,0,0,0,0,159,0,1,0,0,0,0,0,73,3,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0.9865,0.9865,1,1,1,0.4261,0.4261,1,0,0
91,3.0,627,7881,0,149,296,74,108,2,32.67,0.922,0.872,0.155,0.113,0.170,-0.400,1.551,0.3128,1.3670,0.862,0.523,0.146,0.117,0.016,63,1,22,0,0,0,32682.95,1473.840,11413.046,28.035,31.667,19.395,3052.910,934.957,0.272,5545.737,4436.590,1048.298,2131.025,178.553,0.000135,-0.003037,39,0,17,5,16,13,5825,3,5,4.441,661,67,29,4,0,23,2,863,120,97,9,0,85,3,5472,501,2,9354.220,8220.961,13.087,0.116,0.000,1094.069,410.652,36.855,120,12,0,12,0,400,1431,189,2,2927.949,1672.003,3.401,0.000,0.000,316.717,90.545,3.730,12,2,1,1,0,140,1699,242,0,2445.000,881.216,0.000,10.092,2.664,397.475,101.573,13.155,4,0,0,0,0,0,1534,199,30,2698.683,427.048,13.907,0.000,1.405,308.422,94.558,3.189,0,2,0,2,0,156,1022,91,1,717.129,52.232,1.202,3.323,0.372,226.332,57.765,2.331,0,1,0,1,0,63,1202,142,1,2012.807,15.255,0.037,10.063,0.000,289.854,73.200,2.635,0,1,0,1,0,63,0,0,0,0,0,0,0,0,0,0,0,0,2305,39,184,2250,30,60,0,0,0,0,0,0,4608,763,503,7741,854,434,11,0,3,0,0,0,0.390,1.339,99.831,45.543,0,4,0,53,70,224,1423,236,184,4,9,63,61,6,6,54,21,99,66,53,3,21,14,24,34,11,4,9,11,22,22,9,1,136,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,72,1,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0.9979,0.9979,1,1,1,0.3317,0.3317,1,0,0
121,4.0,756,6685,0,140,433,73,110,2,43.01,0.949,0.917,0.139,0.097,0.138,-0.500,1.565,0.3019,1.4717,0.834,0.529,0.127,0.122,0.021,61,2,48,0,0,0,37470.46,1424.398,14131.308,44.830,239.579,20.733,3743.416,1236.593,2.458,7268.274,5814.619,1980.014,2152.091,244.796,0.000143,-0.003720,56,0,37,11,31,26,7581,4,11,18.727,638,56,32,1,2,27,2,913,115,85,16,0,65,4,8700,651,16,12185.292,10513.249,215.855,0.275,3.702,1756.920,685.915,54.845,147,28,0,28,0,1100,1891,204,5,3482.525,2093.388,17.096,3.618,9.482,386.944,104.108,12.046,24,6,0,6,0,280,1732,246,1,2513.001,884.592,0.773,6.213,1.832,396.358,99.463,7.960,6,3,1,2,0,267,1481,174,30,2486.223,429.434,5.264,13.393,3.509,293.907,89.614,13.862,0,1,0,1,0,102,996,92,0,707.500,53.991,0.000,2.604,0.203,217.804,45.407,1.989,0,1,1,0,0,93,1200,136,0,1965.000,13.185,0.000,0.000,0.000,289.416,76.545,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215,62,301,2174,30,60,0,0,0,0,0,0,4936,881,804,11040,2336,1272,24,0,12,0,0,0,0.512,1.960,176.531,122.098,0,2,0,59,49,251,1555,282,390,3,13,59,54,5,6,103,53,130,101,42,4,26,20,20,37,5,2,17,8,18,24,5,1,124,0,0,0,0,0,0,0,277,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0.9981,0.9981,1,1,1,0.3003,0.3003,1,0,0
151,5.0,1121,5199,42,144,796,68,113,7,50.02,0.975,0.989,0.115,0.077,0.104,-0.646,1.573,0.2986,1.6585,0.821,0.507,0.089,0.125,0.030,68,8,35,0,0,0,51258.85,1384.892,26182.027,26.231,328.605,19.377,5141.205,1826.205,5.614,16343.755,13075.004,1334.914,2075.632,152.446,0.000169,-0.004041,38,0,32,3,29,27,10304,0,3,10.519,597,120,100,1,0,96,3,981,137,107,7,0,84,16,15077,1196,24,26137.038,22959.691,325.931,0.446,6.364,3072.627,1215.300,95.348,369,29,2,27,0,1193,2454,167,0,3020.000,1871.719,0.000,3.653,0.000,487.126,124.856,13.007,26,2,0,2,0,266,1921,249,1,2608.739,927.560,1.655,1.541,3.677,423.921,113.132,5.023,5,3,2,1,0,349,1441,144,12,2081.932,328.741,0.954,3.949,0.478,286.634,87.466,9.730,0,1,0,1,0,122,969,44,1,348.183,22.436,0.064,0.000,0.000,204.315,41.031,3.313,0,2,2,0,0,281,1169,54,0,737.500,5.040,0.000,6.122,0.000,276.557,73.277,5.161,0,3,2,1,0,422,0,1,0,0,1,0,0,0,0,0,0,0,2117,83,307,2152,52,92,0,0,0,0,0,0,6024,1133,889,16961,5090,1975,46,32,0,0,0,0,0.948,2.447,397.085,137.776,1,7,0,52,70,279,1887,500,325,9,12,52,64,3,4,231,71,152,262,75,5,26,21,19,40,5,2,18,7,16,22,5,0,123,0,0,0,0,0,0,0,480,0,14,0,0,0,0,0,66,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0.9924,0.9922,5,5,5,0.3728,0.3819,8,0,0
181,6.0,1857,2878,42,151,1535,61,110,13,65.01,1.000,1.059,0.097,0.052,0.078,-0.746,1.570,0.3010,1.8934,0.813,0.444,0.060,0.129,0.034,81,16,52,0,1,0,78955.91,1466.873,50145.595,78.606,841.722,16.984,8362.443,3461.002,14.088,32368.683,25894.947,2208.819,3146.311,327.618,0.000123,-0.004790,73,0,50,2,31,29,16441,3,2,3.857,561,121,120,11,0,107,2,862,207,181,14,0,153,14,29726,2188,62,52244.421,45501.741,814.252,0.423,3.857,6123.735,2661.069,222.686,732,44,6,37,1,2088,3411,287,1,5948.118,3625.564,18.712,0.246,0.000,647.896,180.802,10.819,58,7,3,4,0,617,1925,162,0,2072.500,761.104,0.000,4.822,0.000,437.629,132.428,3.963,6,7,2,5,0,853,1406,113,0,1127.500,186.832,0.000,15.032,0.000,285.088,82.191,15.490,0,2,1,1,0,328,930,40,5,352.118,26.419,1.171,0.000,0.000,192.355,37.330,1.866,0,1,0,1,0,181,1072,26,2,272.487,1.276,0.054,54.226,0.000,255.543,60.041,12.582,0,6,4,2,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,2156,128,287,2295,128,81,0,0,0,0,0,0,8003,1166,1151,30306,7277,5023,161,60,0,0,0,0,1.510,2.115,509.739,374.743,1,7,3,67,71,376,2835,436,665,9,11,57,66,4,4,218,335,229,625,112,16,23,20,20,35,11,1,17,11,11,19,3,0,130,1,0,0,0,0,0,0,973,4,5,0,0,0,0,0,67,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0.9839,0.9955,7,7,7,0.4473,0.4253,8,0,0
211,7.0,2289,1553,42,153,1985,48,103,14,88.65,0.996,1.069,0.091,0.045,0.069,-0.787,1.571,0.3012,1.9757,0.814,0.366,0.048,0.131,0.034,90,33,71,0,2,0,87671.73,1554.364,34373.897,55.058,1140.872,21.004,12441.924,5825.559,23.901,21149.542,16919.634,2638.787,1665.431,441.989,0.000191,-0.003574,107,0,68,3,55,52,25891,5,3,5.054,495,146,137,9,0,122,6,859,191,169,12,3,132,22,49313,1495,87,35737.954,30941.120,1037.462,0.550,0.000,10056.160,4730.446,401.864,486,65,17,47,1,4784,4852,204,13,4606.619,2732.589,96.084,1.659,2.377,916.755,312.246,27.646,42,14,2,12,0,680,1895,138,1,1391.375,537.446,2.614,5.014,2.677,434.166,128.409,9.311,5,5,2,3,0,728,1312,49,0,647.500,105.813,0.000,9.493,0.000,261.198,75.739,11.658,0,6,3,3,0,1179,786,14,1,130.817,7.097,0.827,0.000,0.000,154.968,31.417,2.936,0,6,4,2,0,1151,833,18,0,345.000,3.041,0.000,33.288,0.000,187.018,41.140,11.167,0,7,5,1,1,1380,0,0,0,0,0,0,0,1,0,0,0,0,2191,142,273,2380,185,95,0,0,0,0,0,0,9479,1652,1981,49183,6221,10970,329,70,0,0,0,0,1.865,1.887,448.704,798.924,0,25,1,93,101,416,1935,214,563,12,14,61,57,5,4,263,463,449,712,80,18,21,21,16,37,8,0,13,9,7,18,1,0,126,1,0,0,0,0,0,0,1224,34,1,0,0,0,0,0,57,0,4,0,0,0,0,0,26,0,0,0,0,0,0,0,0.9837,0.9590,8,8,7,0.4347,0.3620,9,0,0
241,8.0,2437,845,42,149,2165,34,89,21,105.22,0.992,1.075,0.090,0.043,0.065,-0.812,1.572,0.3047,2.0080,0.801,0.342,0.045,0.131,0.032,68,78,121,0,4,0,86273.97,1628.333,25994.096,81.868,1183.896,16.167,13883.154,6494.699,29.964,13837.239,11069.791,4114.161,1220.499,592.130,0.000212,-0.003284,124,0,113,8,97,89,29831,0,8,23.185,401,96,85,8,0,66,11,726,212,192,18,8,155,11,58158,1188,107,29118.289,24870.968,1128.393,1.390,18.869,11703.429,5369.410,461.366,343,150,52,94,4,11120,4750,66,10,1112.742,641.905,38.070,1.090,1.634,891.374,330.201,27.167,2,16,4,12,0,2153,1772,100,2,1082.957,406.357,14.547,2.984,2.683,413.143,116.491,8.049,2,9,8,1,0,1918,1080,16,4,350.816,52.950,2.878,27.852,0.000,212.767,51.884,20.928,0,6,3,3,0,1326,650,1,0,7.500,0.746,0.000,5.524,0.000,123.409,29.580,2.973,0,4,2,2,0,894,553,6,1,133.553,0.503,0.007,19.844,0.000,110.516,28.341,7.298,0,10,9,1,0,2243,0,0,0,0,0,0,0,1,0,0,0,0,2152,177,267,2381,210,182,0,0,0,0,0,0,9699,2507,2031,56867,8353,14385,397,81,54,0,0,0,2.245,2.378,700.340,1063.803,0,109,4,74,105,503,1390,294,340,13,17,59,53,3,4,432,559,376,680,112,6,23,19,16,26,5,0,9,4,9,10,2,0,119,0,0,0,0,0,0,0,1127,30,17,0,0,0,0,0,46,0,1,0,0,0,0,0,21,0,0,0,0,0,0,0,0.9743,0.9602,7,6,7,0.4528,0.3752,9,0,0
271,9.0,2402,419,42,144,2153,26,79,34,111.15,0.987,1.083,0.092,0.042,0.064,-0.821,1.567,0.3048,2.0474,0.811,0.278,0.046,0.131,0.032,72,147,152,0,5,0,81202.05,1609.747,23025.093,93.811,1240.517,10.616,14224.237,6543.348,47.616,10697.458,8557.966,5302.464,881.698,661.712,0.000139,-0.003006,155,0,144,8,125,117,30617,43,8,40.886,350,72,71,4,3,64,0,645,190,179,28,0,151,0,60881,1036,104,26257.121,22080.763,1160.714,2.495,39.196,12215.823,5466.593,451.107,256,263,130,129,4,25306,4570,52,8,1164.794,673.715,35.192,2.446,0.000,857.849,314.258,24.776,6,11,5,6,0,1569,1596,54,0,527.500,202.860,0.000,2.224,1.690,370.912,122.136,6.516,3,10,3,7,0,1706,995,20,0,412.500,54.118,0.000,31.102,0.000,196.236,48.613,22.878,0,3,1,2,0,749,556,7,0,52.500,3.088,0.000,0.000,0.000,102.088,25.947,4.641,0,2,2,0,0,498,323,2,0,32.500,0.229,0.000,14.658,0.000,62.342,12.750,2.606,0,6,6,0,0,1529,0,0,0,0,1,0,0,1,0,0,0,0,2100,176,267,2335,210,305,0,0,0,0,0,0,9751,2690,2236,58693,13576,14201,477,148,97,0,0,0,2.219,3.265,1134.385,1171.757,0,122,1,82,124,546,1178,252,165,14,20,54,47,3,6,578,445,359,626,137,8,19,11,12,28,4,5,4,3,8,9,1,1,110,0,0,0,0,0,0,0,1101,7,22,0,0,0,0,0,49,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0.9862,0.9676,5,5,5,0.4387,0.3268,8,0,0
301,10.0,2236,395,35,139,2006,18,73,39,127.07,0.984,1.087,0.092,0.041,0.065,-0.825,1.573,0.3011,2.0784,0.821,0.223,0.044,0.130,0.032,53,171,140,0,7,0,73783.56,1591.641,17306.360,65.522,792.062,10.303,13525.688,6369.713,61.225,6039.725,4831.780,4139.663,521.476,556.302,0.000167,-0.003875,82,0,131,9,113,106,28938,0,9,24.182,269,82,80,5,1,72,2,525,137,120,27,0,91,2,58414,753,71,18893.299,16038.358,746.444,1.621,12.050,11718.918,5412.122,376.335,138,275,152,118,5,31388,4247,81,4,1896.268,1137.408,27.897,5.608,9.809,798.699,290.179,32.773,9,19,10,7,2,2869,1374,29,3,286.521,94.034,14.279,3.234,0.000,329.319,118.179,5.533,1,4,1,3,0,967,874,6,4,106.968,13.104,3.442,18.148,2.322,168.106,43.809,17.386,0,3,2,1,0,847,449,2,0,32.500,1.326,0.000,1.232,0.000,78.321,20.348,4.480,0,6,5,1,0,1715,191,1,0,7.500,0.004,0.000,11.496,0.000,36.295,5.650,4.901,0,2,1,1,0,553,0,0,0,0,0,0,0,0,0,0,0,0,2024,146,249,2178,171,338,0,0,0,0,0,0,9450,2682,1925,55654,15005,9725,445,160,16,0,0,0,2.077,3.229,1274.697,799.848,0,57,0,90,122,642,878,117,110,9,19,52,52,3,4,533,332,378,610,140,13,19,9,16,23,2,4,3,3,5,6,0,1,111,0,0,0,0,0,0,0,1130,5,6,0,0,0,0,0,44,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0.9940,0.9846,6,6,6,0.4225,0.3276,7,0,0
