tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,432,9688,0,150,126,71,85,0,10.55,0.856,0.780,0.192,0.168,0.248,-0.135,1.566,0.3187,1.2435,0.788,0.413,0.152,0.097,0.002,48,0,47,0,0,0,23465.15,1425.073,5858.780,65.033,58.227,12.654,2220.635,1069.604,0.000,2858.502,2286.802,2340.293,791.323,238.339,0.000094,-0.000241,19,0,37,10,25,22,3142,10,10,14.876,624,90,68,6,2,59,0,872,139,99,18,0,80,1,1886,299,2,3751.407,3101.112,16.732,0.512,9.154,396.544,165.993,13.368,26,11,0,11,0,116,1784,224,5,2658.765,1367.285,17.793,0.526,0.000,347.981,174.470,3.059,14,4,0,4,0,12,1108,179,2,1868.249,648.720,5.764,8.601,1.180,258.963,150.333,13.042,8,8,0,8,0,89,1453,213,0,1947.500,327.106,0.000,17.674,4.394,317.230,198.169,17.220,2,6,0,6,0,97,1270,190,0,1530.000,117.456,0.000,8.052,0.000,266.385,129.218,3.425,0,4,0,4,0,30,1003,226,0,2937.500,30.524,0.000,14.792,0.148,238.709,119.531,12.603,0,4,0,4,0,42,1,1,0,0,10,0,0,2,0,0,0,0,1962,0,60,2358,0,44,0,0,0,0,0,0,4341,1,193,4163,11,501,0,0,0,0,0,0,0.000,2.221,6.424,100.918,0,0,0,46,73,140,1417,5,171,0,8,22,87,7,26,2,10,17,76,6,15,3,18,8,34,6,16,0,9,5,37,5,15,142,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.5417,0.5417,1,0,0
61,2.0,453,8940,0,154,144,70,85,1,16.42,0.861,0.787,0.185,0.161,0.243,-0.169,1.567,0.3333,1.2383,0.789,0.455,0.147,0.096,0.007,55,0,17,0,0,0,23183.08,1372.188,4325.106,23.598,80.434,20.667,2266.845,1229.268,0.126,1433.062,1146.450,807.409,1264.984,147.727,0.000070,-0.001001,52,0,14,3,9,7,2766,40,3,4.134,585,55,42,4,0,38,0,715,59,26,3,0,21,1,2021,220,3,2654.270,2149.928,36.286,0.402,0.000,412.160,237.688,7.046,16,8,0,8,0,160,1973,203,2,2302.224,1195.871,4.612,0.121,0.000,389.292,212.140,4.064,10,1,0,1,0,56,1270,141,0,1547.500,542.913,0.000,0.000,3.327,279.940,171.678,2.725,4,1,0,1,0,37,1304,138,6,1242.095,210.759,2.357,5.615,0.806,294.357,221.322,7.344,0,3,0,3,0,137,1178,133,0,1155.000,91.552,0.000,13.327,0.000,252.885,153.467,2.262,0,1,0,1,0,39,930,140,1,1810.062,17.325,0.025,0.000,0.000,223.440,135.878,0.628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014,0,194,2519,0,120,0,0,0,0,0,0,4521,144,535,4155,396,700,0,0,0,0,0,0,0.000,5.752,252.265,155.198,0,0,0,61,79,136,1024,65,192,0,13,25,82,6,28,10,26,11,69,7,21,15,20,8,28,2,12,6,7,8,33,3,13,141,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.4680,0.4680,1,0,0
91,3.0,480,8112,0,156,169,66,89,2,27.17,0.862,0.799,0.178,0.168,0.235,-0.226,1.557,0.3377,1.2843,0.827,0.436,0.164,0.093,0.007,70,2,14,0,0,0,24172.95,1435.056,5730.659,25.701,63.885,23.605,2401.973,1464.904,1.993,1582.398,1265.918,551.878,1371.254,93.062,0.000163,-0.002202,22,0,10,4,10,7,2992,3,4,12.589,549,111,48,2,3,43,0,801,127,103,2,0,98,3,2453,296,2,4205.509,3516.132,22.044,0.082,11.440,484.092,307.066,14.661,23,0,0,0,0,0,2201,217,11,2452.805,1245.252,34.765,0.000,0.000,444.340,312.202,5.450,8,5,0,5,0,359,1315,157,3,1661.437,535.241,4.220,1.212,0.000,291.560,191.703,5.259,5,2,1,1,0,142,1284,124,2,1149.417,202.487,1.490,1.643,1.149,291.630,242.882,4.897,0,0,0,0,0,0,1148,114,0,977.500,73.052,0.000,7.165,0.000,246.388,171.240,5.648,0,4,0,4,0,322,909,129,1,1681.169,12.552,0.026,3.011,0.000,219.366,120.516,3.537,0,1,1,0,0,70,0,0,1,0,2,0,0,1,0,0,0,0,2024,0,280,2622,15,104,0,0,0,0,0,0,5034,450,708,4276,724,1082,0,0,0,0,0,0,1.024,6.873,516.366,207.034,0,0,0,54,91,122,1095,138,297,1,14,29,79,6,27,26,28,11,75,11,18,16,25,8,29,1,10,7,12,6,25,2,14,141,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.4333,0.4333,1,0,0
121,4.0,552,7233,0,156,249,62,85,1,41.63,0.850,0.826,0.159,0.234,0.210,-0.340,1.556,0.3408,1.4364,0.858,0.487,0.174,0.083,0.021,79,10,16,0,1,0,26869.91,1525.594,8633.220,14.977,59.504,22.505,2615.337,1826.484,3.082,3600.373,2880.299,603.344,1556.163,152.347,0.000113,-0.002752,26,0,13,3,14,11,3126,1,3,9.943,467,102,70,1,2,67,0,895,213,192,2,0,190,0,3689,418,3,7215.500,5889.084,14.860,0.354,9.943,686.692,500.791,24.323,74,9,4,5,0,479,2409,256,3,3316.108,1740.622,18.767,0.000,0.000,489.443,400.697,4.640,17,3,0,3,0,293,1407,158,14,1804.332,594.771,17.835,0.102,0.000,308.319,265.535,10.689,4,3,3,0,0,324,1214,113,0,1285.000,221.669,0.000,1.224,0.000,270.680,238.801,3.249,0,5,3,1,1,494,1047,86,1,968.563,76.433,0.723,0.000,0.000,224.004,162.195,4.190,0,2,0,2,0,209,863,101,4,1704.085,9.370,0.835,3.354,0.000,209.331,123.341,4.304,0,2,0,2,0,205,1,0,0,0,1,0,0,1,0,0,0,0,1944,23,307,2726,30,174,0,0,0,0,0,0,6360,791,1598,4260,977,953,9,9,0,0,0,0,3.654,8.929,740.413,319.048,0,0,0,62,72,162,1175,213,479,2,19,23,77,6,29,33,115,31,46,4,20,22,24,6,21,1,11,12,11,4,22,0,13,135,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3062,0.3062,1,0,0
151,5.0,692,6191,33,164,397,52,79,2,61.86,0.823,0.872,0.136,0.314,0.183,-0.478,1.557,0.3332,1.6999,0.826,0.470,0.134,0.070,0.043,86,23,17,0,0,0,30692.48,1605.397,12805.578,44.163,55.536,23.005,3146.373,3507.717,2.042,6401.717,5121.374,744.972,1849.939,101.181,0.000136,-0.003700,27,0,11,6,10,4,3015,13,6,17.131,381,36,20,5,0,15,0,763,233,206,3,0,201,1,6467,567,2,10851.442,8961.451,14.851,0.103,15.911,1149.113,1767.585,15.676,133,9,4,5,0,689,3081,349,0,5452.500,2817.738,0.000,0.000,0.000,626.528,810.945,3.620,28,4,2,2,0,436,1393,155,4,1963.050,671.570,3.965,1.722,1.220,301.511,331.304,14.033,5,7,6,1,0,814,1084,80,2,940.359,157.657,0.925,0.937,0.000,238.298,207.294,2.825,0,4,3,1,0,548,956,107,0,1012.500,82.876,0.000,15.611,0.000,202.749,151.098,3.176,0,5,5,0,0,691,791,91,6,1168.601,9.043,0.232,8.659,0.000,188.214,112.587,0.682,0,5,3,2,0,706,0,0,0,0,1,0,0,1,0,0,0,0,1989,52,299,2823,48,280,16,0,0,0,0,0,9373,4280,2348,4369,1055,1321,30,30,0,0,0,0,7.173,10.414,2497.718,448.004,0,0,0,77,83,178,1380,557,528,4,22,19,79,8,32,248,70,12,46,4,17,23,23,6,16,3,8,10,10,6,21,0,5,138,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.4373,0.4075,13,0,0
181,6.0,837,5084,33,173,542,46,76,4,79.04,0.817,0.911,0.116,0.356,0.165,-0.548,1.561,0.3408,1.8612,0.815,0.451,0.125,0.064,0.054,90,59,13,0,3,0,35393.32,1680.256,16351.784,13.057,80.045,26.165,3932.834,5538.130,6.059,7977.144,6381.716,491.841,1700.248,79.707,0.000126,-0.005337,12,0,9,4,8,7,3342,1,4,8.678,325,17,11,1,0,10,0,677,182,175,1,0,167,7,10103,642,5,13735.492,11321.222,58.348,0.314,7.406,1776.095,3577.731,24.898,154,45,35,7,3,2936,4094,449,4,7536.960,3939.888,18.265,0.000,0.000,848.549,1169.351,8.694,46,9,8,1,0,752,1408,158,2,2224.207,768.832,2.941,0.000,0.000,306.167,283.671,8.419,7,4,4,0,0,551,933,69,0,675.000,112.501,0.000,0.111,1.271,209.378,165.012,2.590,0,7,6,1,0,1180,870,69,0,622.500,49.347,0.000,3.954,0.000,186.154,124.874,1.180,0,1,1,0,0,181,597,84,0,962.500,11.258,0.000,0.000,0.000,132.801,79.516,0.261,0,5,5,0,0,812,0,0,0,0,2,0,0,1,0,0,0,0,2044,107,348,2978,70,383,30,0,0,0,0,0,13282,7893,2932,4693,1584,1396,30,30,0,0,0,0,11.559,12.870,4427.857,608.859,0,0,0,72,99,238,1516,618,567,7,26,21,80,5,34,300,126,27,66,6,17,19,27,6,18,1,5,11,10,1,19,0,5,140,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.4576,0.4033,13,0,0
211,7.0,1070,3658,33,185,768,32,85,6,96.88,0.812,0.981,0.097,0.402,0.145,-0.625,1.563,0.3380,2.1483,0.777,0.422,0.096,0.060,0.068,118,90,29,0,1,0,43988.12,1794.311,24883.194,27.805,177.631,18.009,4823.240,7172.406,6.952,12772.118,10217.694,1193.931,2137.830,221.733,0.000206,-0.006560,19,0,26,3,20,17,3896,3,3,7.224,291,16,16,9,0,6,1,656,144,129,5,0,120,4,14197,934,7,20994.061,17480.244,73.487,0.698,3.310,2477.530,5011.564,44.967,249,71,50,21,0,4188,5240,556,8,10509.251,5400.301,81.776,0.000,0.000,1106.385,1353.851,11.816,68,16,14,2,0,2132,1673,238,1,4599.873,1690.330,5.709,2.560,3.914,360.391,369.333,13.378,21,8,5,3,0,816,694,49,0,455.000,71.828,0.000,0.000,0.000,152.622,120.006,1.022,0,8,7,0,1,1572,719,56,0,525.000,43.851,0.000,17.323,0.000,142.172,95.616,4.669,0,7,7,0,0,1356,402,27,0,290.000,3.650,0.000,0.000,0.000,80.402,45.128,0.062,0,7,7,0,0,1339,0,0,0,0,4,0,0,0,0,0,0,0,2199,120,402,3144,90,511,30,0,0,0,0,0,17449,9316,3341,5446,1840,1508,30,30,0,0,0,0,14.038,16.821,5443.202,631.679,0,0,0,109,130,246,1911,751,563,7,34,19,77,12,36,363,176,64,136,2,27,27,13,5,28,8,4,5,9,0,15,0,3,144,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1.0000,1.0000,9,9,9,0.4746,0.3955,13,1,0
241,8.0,1457,1996,33,200,1134,21,102,4,95.93,0.808,1.039,0.089,0.464,0.124,-0.676,1.560,0.3425,2.3919,0.794,0.365,0.073,0.055,0.079,113,101,48,0,2,0,56878.39,1988.929,33592.434,34.440,556.121,17.428,6527.825,8241.467,8.498,19465.137,15572.110,1713.919,1971.907,368.887,0.000169,-0.007029,46,0,44,4,41,38,4937,0,4,7.585,197,42,41,6,0,35,0,507,108,98,14,0,79,5,21215,1302,26,30384.460,24916.758,415.540,0.712,4.040,3748.102,5473.556,82.313,396,97,72,24,1,6869,6914,579,14,12452.159,6534.965,110.372,2.090,0.000,1464.548,1786.566,29.270,93,28,11,17,0,2787,2369,242,5,5106.216,1946.740,29.899,9.256,3.312,518.120,573.420,21.827,30,6,5,1,0,774,480,28,0,280.000,45.165,0.000,0.000,0.000,106.874,75.215,0.541,0,5,4,0,1,1115,561,24,1,184.554,15.347,0.310,14.798,0.233,103.069,63.778,5.736,0,6,4,2,0,1306,235,27,0,290.000,3.675,0.000,0.000,0.000,44.482,16.413,0.116,0,5,5,0,0,1110,0,0,0,0,2,0,0,4,0,0,0,0,2354,132,563,3433,162,641,30,0,0,0,0,0,24792,7139,7457,6952,1910,1483,30,30,0,0,0,0,18.148,26.827,4106.803,1524.599,0,0,0,124,150,307,2243,403,821,12,44,20,81,5,38,191,303,59,404,93,84,22,26,8,43,1,2,3,4,1,11,0,2,144,0,0,0,0,0,0,0,640,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.5117,0.3946,13,1,0
271,9.0,1586,1259,33,207,1272,13,94,5,94.66,0.800,1.060,0.088,0.483,0.118,-0.694,1.557,0.3460,2.5009,0.794,0.333,0.053,0.053,0.082,118,114,81,0,0,0,56522.17,2144.651,21205.457,40.519,598.321,18.530,8132.906,9156.414,8.020,11531.187,9224.950,2974.816,579.904,588.553,0.000133,-0.005921,83,0,77,4,75,72,6362,19,4,13.692,110,21,20,5,0,15,0,484,123,112,9,0,93,10,28124,725,39,17703.671,14352.887,458.767,1.520,8.930,5029.167,6188.580,165.475,231,134,78,56,0,10424,8677,460,17,10594.814,5594.013,105.622,5.869,4.259,1790.146,1908.451,40.857,73,34,18,16,0,2828,2608,151,2,3103.734,1187.754,19.712,6.887,0.000,572.191,611.802,11.715,9,11,6,5,0,1523,357,8,5,167.572,20.235,7.256,0.000,0.000,76.092,45.538,0.313,0,4,4,0,0,1018,399,8,1,64.494,4.704,0.338,12.552,0.503,70.928,41.795,3.895,0,5,5,0,0,1304,141,6,0,80.000,1.435,0.000,0.000,0.000,25.948,9.630,0.000,0,3,3,0,0,774,0,0,0,0,0,0,0,2,0,0,0,0,2395,211,582,3702,208,767,30,0,0,0,0,0,32340,3735,7891,7936,1882,1326,30,30,0,0,0,0,27.535,31.526,2407.422,1589.043,0,0,0,128,158,350,1373,166,402,15,51,17,73,6,45,157,250,119,466,39,241,25,40,13,15,1,0,0,5,1,6,0,1,141,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1.0000,1.0000,9,9,9,0.4807,0.3747,13,1,0
301,10.0,1528,985,25,209,1235,10,74,6,96.33,0.788,1.048,0.087,0.483,0.123,-0.702,1.557,0.3456,2.5108,0.774,0.316,0.042,0.052,0.078,110,164,73,0,0,0,50005.36,2244.712,15315.061,48.199,555.565,15.023,8327.975,11284.179,9.513,6372.989,5098.392,2357.324,467.569,403.621,0.000124,-0.005779,87,0,66,7,70,63,6918,26,7,36.030,100,19,19,3,0,16,0,372,79,74,3,0,71,0,28813,501,47,12295.601,9890.223,459.983,1.069,24.941,5172.880,6337.273,151.141,113,154,102,52,0,12271,9745,410,11,9229.079,4905.703,80.799,4.703,11.088,1953.477,3644.806,55.162,55,52,39,13,0,5101,2331,57,3,1215.063,459.082,6.464,0.571,0.000,514.313,886.359,3.410,2,19,18,1,0,2177,256,6,0,80.000,13.570,0.000,0.000,0.000,51.690,42.731,0.172,0,2,2,0,0,558,267,2,0,32.500,2.645,0.000,5.825,0.000,45.965,21.526,2.475,0,2,2,0,0,569,80,1,0,7.500,0.001,0.000,0.000,0.000,13.808,4.818,0.000,0,1,1,0,0,291,0,0,0,0,0,0,0,1,0,0,0,0,2369,253,636,3840,191,1015,30,0,0,0,0,0,33745,5234,7088,7717,2189,1165,30,30,0,0,0,0,30.116,37.701,4831.633,1338.382,0,0,0,147,184,389,994,223,237,15,59,19,65,7,44,228,253,109,449,34,162,40,20,1,12,0,1,2,2,1,5,0,0,135,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.4779,0.3625,13,1,0
