tick,sim_second,organisms,food,species,plants,grazers,hunters,omnivores,infected,avg_lifespan,avg_body_size,avg_speed,avg_armor,avg_attack,avg_photo,avg_diet,avg_photo_area,avg_speed_plants,avg_speed_eaters,avg_light_share,ready_share_plants,ready_share_eaters,avg_disease_resistance,avg_symbiosis_rate,symbiotic_pairs,deaths_starvation,deaths_predation,deaths_old_age,deaths_disease,deaths_event,energy_total,flow_photosynthesis,flow_food,flow_predation,flow_grazing,flow_symbiosis,flow_metabolism,flow_movement,flow_disease,flow_reproduction_spent,flow_reproduction_received,flow_death,flow_clamp,flow_digestion,ledger_max_residual,ledger_cumulative_residual,grazes_eat,grazes_attack,kills_consumer,kills_plant,grazer_kills,grazer_kills_consumer,attacks_no_plant_in_reach,grazes_eat_by_plant,kills_plant_by_consumer,plant_kill_energy_consumer,hunter_intents,hunter_strikes,hunter_consumer_in_reach,hunter_kills_consumer,hunter_rejected_size,hunter_rejected_damage,hunter_rejected_both,omnivore_intents,omnivore_strikes,omnivore_consumer_in_reach,omnivore_kills_consumer,omnivore_rejected_size,omnivore_rejected_damage,omnivore_rejected_both,g1_ticks,g1_food_items,g1_bite_count,g1_plant_gross,g1_food,g1_bites,g1_kill_consumer,g1_kill_plant,g1_metabolism,g1_movement,g1_strike,g1_births,g1_deaths,g1_deaths_starvation,g1_deaths_predation,g1_deaths_disease,g1_death_age_sum,g2_ticks,g2_food_items,g2_bite_count,g2_plant_gross,g2_food,g2_bites,g2_kill_consumer,g2_kill_plant,g2_metabolism,g2_movement,g2_strike,g2_births,g2_deaths,g2_deaths_starvation,g2_deaths_predation,g2_deaths_disease,g2_death_age_sum,o1_ticks,o1_food_items,o1_bite_count,o1_plant_gross,o1_food,o1_bites,o1_kill_consumer,o1_kill_plant,o1_metabolism,o1_movement,o1_strike,o1_births,o1_deaths,o1_deaths_starvation,o1_deaths_predation,o1_deaths_disease,o1_death_age_sum,o2_ticks,o2_food_items,o2_bite_count,o2_plant_gross,o2_food,o2_bites,o2_kill_consumer,o2_kill_plant,o2_metabolism,o2_movement,o2_strike,o2_births,o2_deaths,o2_deaths_starvation,o2_deaths_predation,o2_deaths_disease,o2_death_age_sum,h1_ticks,h1_food_items,h1_bite_count,h1_plant_gross,h1_food,h1_bites,h1_kill_consumer,h1_kill_plant,h1_metabolism,h1_movement,h1_strike,h1_births,h1_deaths,h1_deaths_starvation,h1_deaths_predation,h1_deaths_disease,h1_death_age_sum,h2_ticks,h2_food_items,h2_bite_count,h2_plant_gross,h2_food,h2_bites,h2_kill_consumer,h2_kill_plant,h2_metabolism,h2_movement,h2_strike,h2_births,h2_deaths,h2_deaths_starvation,h2_deaths_predation,h2_deaths_disease,h2_death_age_sum,cross_plant_grazer,cross_plant_omnivore,cross_plant_hunter,cross_grazer_plant,cross_grazer_omnivore,cross_grazer_hunter,cross_omnivore_plant,cross_omnivore_grazer,cross_omnivore_hunter,cross_hunter_plant,cross_hunter_grazer,cross_hunter_omnivore,ticks_all_plant_aq0,ticks_deep_plant_aq0,ticks_shallow_plant_aq0,ticks_all_plant_aq1,ticks_deep_plant_aq1,ticks_shallow_plant_aq1,ticks_all_plant_aq2,ticks_deep_plant_aq2,ticks_shallow_plant_aq2,ticks_all_plant_aq3,ticks_deep_plant_aq3,ticks_shallow_plant_aq3,ticks_all_consumer_aq0,ticks_deep_consumer_aq0,ticks_shallow_consumer_aq0,ticks_all_consumer_aq1,ticks_deep_consumer_aq1,ticks_shallow_consumer_aq1,ticks_all_consumer_aq2,ticks_deep_consumer_aq2,ticks_shallow_consumer_aq2,ticks_all_consumer_aq3,ticks_deep_consumer_aq3,ticks_shallow_consumer_aq3,water_movement_plant_deep,water_movement_plant_shallow,water_movement_consumer_deep,water_movement_consumer_shallow,crossings_plant,crossings_consumer,new_region_events,food_spawned_deep,food_spawned_shallow,food_spawned_land,food_eaten,food_eaten_deep,food_eaten_shallow,plant_on_deep,plant_on_shallow,plant_on_sand,plant_on_grass,plant_on_forest,plant_on_rock,grazer_on_deep,grazer_on_shallow,grazer_on_sand,grazer_on_grass,grazer_on_forest,grazer_on_rock,omnivore_on_deep,omnivore_on_shallow,omnivore_on_sand,omnivore_on_grass,omnivore_on_forest,omnivore_on_rock,hunter_on_deep,hunter_on_shallow,hunter_on_sand,hunter_on_grass,hunter_on_forest,hunter_on_rock,plant_in_r0,plant_in_r1,plant_in_r2,plant_in_r3,plant_in_r4,plant_in_r5,plant_in_rother,plant_in_rminor,grazer_in_r0,grazer_in_r1,grazer_in_r2,grazer_in_r3,grazer_in_r4,grazer_in_r5,grazer_in_rother,grazer_in_rminor,omnivore_in_r0,omnivore_in_r1,omnivore_in_r2,omnivore_in_r3,omnivore_in_r4,omnivore_in_r5,omnivore_in_rother,omnivore_in_rminor,hunter_in_r0,hunter_in_r1,hunter_in_r2,hunter_in_r3,hunter_in_r4,hunter_in_r5,hunter_in_rother,hunter_in_rminor,region_sep,region_null,region_species,region_confined,region_confined_null,biome_sep,biome_null,biome_species,biome_confined,biome_confined_null
31,1.0,475,11277,0,160,130,92,93,1,14.31,0.886,0.795,0.260,0.199,0.236,-0.088,1.540,0.3203,1.1810,0.814,0.387,0.143,0.110,0.002,47,0,26,0,0,0,25803.73,1411.999,8125.146,68.758,37.421,12.303,2465.483,1081.845,0.119,3924.859,3139.888,1335.518,1428.393,124.205,0.000092,-0.000083,20,0,23,3,11,8,2779,6,3,4.200,622,105,83,15,1,56,11,614,86,55,3,0,48,4,1712,369,3,4745.795,3954.805,14.399,0.154,0.000,442.489,173.565,11.707,31,1,0,1,0,6,1546,265,1,3671.872,2016.924,2.143,0.139,1.027,351.766,149.001,9.812,24,4,0,4,0,62,1552,274,6,3606.643,1275.036,11.338,3.269,3.174,333.016,174.753,8.084,11,8,0,8,0,94,1303,184,3,1830.742,306.564,3.027,0.000,0.000,267.492,152.040,1.045,2,4,0,4,0,62,1419,211,0,1950.000,141.433,0.000,21.773,0.000,319.502,146.865,14.416,0,3,0,3,0,44,1508,214,1,2219.945,21.225,0.005,38.900,0.000,327.002,155.649,13.034,0,3,0,3,0,52,2,0,1,0,7,1,0,2,0,0,0,0,2164,0,91,2321,0,64,19,0,0,0,0,0,4691,1,498,4349,6,338,0,0,0,0,0,0,0.000,3.323,1.616,108.311,0,0,0,31,98,165,1682,4,111,0,12,25,54,59,10,0,19,14,33,64,0,2,24,17,21,26,3,0,13,13,36,25,5,148,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3663,0.3663,1,0,0
61,2.0,539,10054,0,166,193,89,91,1,25.64,0.936,0.810,0.315,0.189,0.216,-0.192,1.530,0.3235,1.2025,0.792,0.458,0.145,0.111,0.003,60,0,19,0,0,0,27952.89,1445.506,8905.635,55.024,75.656,24.439,3006.799,1363.080,1.783,3601.051,2880.841,960.469,2106.229,98.428,0.000114,-0.000555,41,0,14,5,7,4,2920,18,5,2.975,587,55,33,10,0,16,7,562,55,39,1,0,38,0,2750,359,12,5584.613,4470.346,46.629,0.060,1.947,818.522,307.327,6.326,40,3,0,3,0,108,2203,354,3,5218.579,2767.113,13.015,0.167,0.000,527.813,287.432,21.430,26,1,0,1,0,61,1522,204,2,2584.512,922.654,1.519,2.738,1.025,330.137,183.333,4.864,5,4,0,4,0,144,1246,155,3,1885.453,323.308,0.681,0.000,0.000,253.442,150.661,0.624,0,2,0,2,0,109,1299,182,2,1841.965,137.188,0.325,18.434,0.000,292.248,136.352,5.976,0,3,0,3,0,124,1400,154,1,1910.092,16.153,0.010,30.650,0.003,307.466,163.196,11.309,0,1,0,1,0,51,0,0,1,0,1,0,0,2,0,0,0,0,2417,0,314,2511,0,257,30,0,3,0,0,0,5241,87,1119,5145,65,1182,34,0,6,0,0,0,0.000,12.071,68.136,292.265,0,0,0,33,90,174,1520,30,415,0,28,25,45,58,10,4,42,10,28,108,1,3,27,16,21,23,1,4,26,7,29,20,3,138,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3878,0.3878,1,0,0
91,3.0,648,8686,0,166,298,86,98,1,39.43,0.996,0.835,0.366,0.177,0.184,-0.296,1.539,0.3284,1.2394,0.836,0.446,0.114,0.112,0.005,75,2,23,0,0,0,31461.72,1391.789,12010.820,64.601,103.238,30.472,3662.936,1709.926,1.783,5847.810,4678.248,1262.701,1960.771,190.708,0.000122,0.000283,60,0,14,9,12,6,3044,51,9,35.618,555,71,24,8,0,7,9,565,86,57,1,1,55,0,4163,449,1,7417.762,5989.751,6.345,0.092,25.425,1273.513,436.148,15.282,68,2,1,1,0,85,2868,461,3,8174.689,4201.727,13.302,0.663,8.095,724.145,429.441,21.277,44,5,0,5,0,307,1430,179,1,2745.740,982.591,8.655,2.586,0.000,317.356,194.804,4.173,6,6,0,6,0,298,1294,208,4,2764.577,500.940,10.427,0.000,1.596,270.922,161.380,2.439,7,0,0,0,0,0,1284,149,0,1467.500,103.847,0.000,18.831,0.501,288.517,146.751,12.122,0,1,0,1,0,85,1370,135,0,1502.500,15.872,0.000,6.811,0.000,303.797,192.319,4.311,0,2,1,1,0,172,0,0,0,0,5,0,0,5,0,0,0,0,2448,0,542,2503,0,475,33,0,33,0,0,0,6265,329,1426,6030,193,2487,114,0,80,0,0,0,0.000,23.142,235.270,500.200,0,0,0,42,100,166,1676,72,687,0,40,25,40,51,10,7,112,7,35,135,2,12,32,14,21,18,1,7,33,8,17,18,3,126,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3426,0.3426,1,0,0
121,4.0,866,7183,0,168,517,78,103,2,57.27,1.076,0.873,0.448,0.153,0.145,-0.429,1.539,0.3227,1.2736,0.785,0.381,0.087,0.113,0.009,96,17,14,0,0,0,38917.37,1436.920,18986.115,24.694,273.484,27.361,5275.964,2620.051,1.865,11170.447,8936.358,748.805,1825.207,286.094,0.000086,0.000243,112,0,8,6,9,5,3761,60,5,8.941,525,38,17,3,0,11,3,666,175,132,1,8,123,0,7236,722,27,14398.304,11497.830,171.576,0.057,0.000,2242.485,802.566,10.958,150,5,4,1,0,416,4854,556,7,10839.828,5817.494,65.916,1.249,8.455,1328.116,870.764,62.327,80,7,4,3,0,568,1484,128,0,1905.000,660.508,0.000,1.018,0.000,328.529,212.067,5.744,5,3,1,2,0,299,1529,228,11,3819.872,761.229,4.933,0.000,0.000,330.961,213.460,5.476,5,2,1,1,0,197,1231,130,6,1260.213,92.313,3.904,6.279,0.443,275.987,161.243,4.646,0,3,2,1,0,334,1284,72,1,790.699,11.214,0.021,4.236,0.044,288.886,180.615,3.320,0,5,5,0,0,569,0,1,0,0,2,0,0,3,0,0,0,0,2527,0,667,2371,0,568,60,12,48,0,0,0,8946,578,2108,8478,701,4430,194,26,138,0,0,0,0.677,27.434,454.798,874.275,0,0,0,51,117,220,1891,151,841,2,44,28,42,42,10,53,208,6,45,196,9,13,40,9,18,21,2,9,29,5,17,15,3,122,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,1.0000,1.0000,1,1,1,0.3707,0.3707,1,0,0
151,5.0,1045,5769,45,171,696,70,108,3,75.11,1.114,0.897,0.521,0.139,0.126,-0.499,1.538,0.3224,1.3379,0.820,0.333,0.071,0.114,0.008,133,43,17,0,0,0,44078.53,1464.208,20157.780,21.422,426.670,32.968,7180.541,4210.304,3.119,10772.379,8617.904,722.046,1960.520,251.244,0.000143,-0.000433,68,0,13,4,11,9,4325,7,4,1.799,482,48,39,4,0,26,9,778,195,182,6,0,174,2,11438,757,45,15581.933,12202.999,360.184,0.002,0.000,3614.147,1797.291,16.951,151,18,15,3,0,1759,6648,527,11,11172.973,6090.303,46.077,0.599,0.000,1888.523,1424.486,108.171,73,20,13,7,0,1754,1531,153,1,2691.933,917.701,1.889,5.621,1.457,339.998,237.346,17.628,4,6,5,1,0,747,1666,193,4,3453.493,681.819,3.949,0.000,0.160,367.445,239.993,9.496,4,4,3,1,0,483,1158,113,0,1180.000,87.840,0.000,6.574,0.182,256.980,150.823,3.746,0,2,2,0,0,290,1064,59,0,582.500,5.904,0.000,6.827,0.000,217.273,105.506,3.497,0,6,5,1,0,800,0,0,0,0,7,0,0,0,0,0,0,0,2693,61,757,2311,0,610,60,30,30,0,0,0,12710,1014,4364,10451,2286,5796,344,137,197,0,0,0,11.133,27.187,1217.299,1788.891,0,0,0,38,142,275,1869,287,954,4,52,30,39,36,10,163,291,5,91,137,9,20,45,9,14,16,4,7,30,3,15,14,1,115,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.4604,0.4258,24,0,0
181,6.0,1209,4317,45,173,872,59,105,2,102.09,1.135,0.898,0.575,0.121,0.110,-0.563,1.541,0.3313,1.3323,0.787,0.277,0.067,0.113,0.009,150,116,16,0,2,0,49029.36,1528.234,24827.756,18.179,525.958,30.627,8923.097,6735.714,2.814,13346.054,10676.843,614.317,2209.236,268.957,0.000178,-0.001124,66,0,10,6,11,7,4818,4,6,14.092,517,35,24,3,0,12,9,837,232,200,1,0,193,6,15718,997,44,22778.614,17946.243,397.334,0.030,5.499,5034.791,3256.952,40.020,222,47,41,5,1,3998,7615,454,13,9501.591,5186.839,99.464,0.799,7.976,2204.035,2464.743,114.633,54,53,51,1,1,4304,1489,116,2,1999.216,671.121,11.849,0.504,0.000,353.826,279.863,7.795,5,12,9,3,0,1554,1692,186,3,3851.027,796.443,5.519,0.000,0.000,393.141,246.537,7.286,9,5,5,0,0,835,1023,70,0,805.000,53.585,0.000,0.943,0.618,232.388,135.363,5.234,0,5,4,1,0,818,897,45,0,390.000,3.556,0.000,1.812,0.000,183.573,72.414,2.444,0,6,6,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,2850,90,788,2257,4,706,60,50,10,0,0,0,16349,2378,6084,11763,5000,4543,322,120,177,0,0,0,15.685,28.217,3572.135,1806.400,0,0,0,57,136,277,1922,603,641,6,51,28,41,36,11,243,324,51,114,132,8,18,51,12,15,8,1,6,27,3,11,10,2,116,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,1.0000,1.0000,10,10,10,0.4444,0.4114,22,0,0
211,7.0,1374,3007,45,171,1049,45,109,3,108.97,1.148,0.917,0.601,0.107,0.099,-0.606,1.543,0.3374,1.4051,0.805,0.251,0.052,0.112,0.010,167,137,23,0,0,0,52527.33,1594.252,25844.538,34.568,564.157,30.972,10538.037,7783.477,3.802,14387.699,11510.160,808.073,1635.530,328.927,0.000166,-0.000229,111,0,12,11,15,8,5466,15,11,22.664,465,35,26,4,0,13,9,870,268,242,1,1,233,7,21284,1048,62,23937.937,18713.898,442.664,0.006,0.000,6776.336,4443.855,56.686,238,76,74,2,0,6744,7543,505,17,10899.128,5802.398,110.887,0.907,21.129,2152.568,2355.324,129.492,65,49,43,6,0,4903,1459,96,2,1494.054,516.242,1.698,0.349,0.863,349.414,255.968,11.136,5,4,3,1,0,626,1755,144,2,2934.935,643.119,3.564,0.000,0.000,412.719,254.866,8.519,7,5,3,2,0,878,845,33,2,388.892,26.539,0.086,6.649,0.673,185.851,102.857,8.337,0,8,8,0,0,1553,746,25,11,304.708,4.221,0.109,3.992,0.000,148.699,52.148,2.109,0,6,5,1,0,1202,0,0,0,0,1,0,0,0,0,0,0,0,2998,90,949,2087,62,696,72,61,11,0,0,0,21289,2913,9073,11934,5290,4152,409,76,202,0,0,0,18.492,30.950,3659.078,2370.769,0,0,0,62,183,339,1894,458,804,8,61,29,34,30,9,282,391,74,198,95,9,17,52,9,18,12,1,7,20,4,5,8,1,102,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,1.0000,1.0000,11,11,11,0.4823,0.4001,22,0,0
241,8.0,1447,2013,45,168,1157,27,95,5,123.11,1.163,0.921,0.625,0.094,0.093,-0.647,1.548,0.3462,1.4317,0.791,0.202,0.049,0.113,0.012,161,182,44,0,2,0,53890.98,1571.742,26286.269,49.604,698.260,25.588,11550.945,8660.377,5.763,13472.853,10778.283,1558.636,1582.591,491.080,0.000134,0.001993,107,0,29,15,41,28,5560,4,15,39.223,363,30,26,1,0,18,7,800,199,189,9,0,179,1,25346,1127,67,27551.977,21343.610,541.665,0.410,9.591,7965.668,5524.276,49.605,255,125,106,17,2,12658,7459,376,22,7862.556,4167.656,95.517,2.494,27.453,2126.586,2208.475,143.643,34,56,51,5,0,6175,1407,52,4,1006.196,317.788,35.280,4.421,0.000,340.876,239.831,17.191,0,7,6,1,0,1372,1691,72,5,1481.326,294.523,20.109,0.000,2.086,404.418,260.804,7.574,0,7,3,4,0,1607,585,24,0,320.000,26.694,0.000,0.000,0.000,124.978,52.337,1.830,0,9,8,1,0,1981,490,14,5,131.407,2.351,0.027,3.057,0.093,85.575,45.303,2.014,0,9,8,1,0,2029,0,0,0,0,0,0,0,0,0,0,0,0,2932,68,1186,2045,98,753,117,87,30,0,0,0,24387,3475,10436,11979,5313,3534,612,137,227,0,0,0,19.295,37.522,4010.066,2498.732,0,0,0,93,228,385,1700,347,680,10,68,22,31,29,8,266,428,83,285,66,29,10,47,2,19,13,4,6,11,1,5,3,1,90,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1.0000,1.0000,9,9,9,0.4948,0.4025,22,0,0
271,9.0,1445,1428,45,159,1186,19,81,6,118.64,1.165,0.926,0.608,0.091,0.089,-0.672,1.550,0.3414,1.4614,0.800,0.220,0.045,0.112,0.011,148,215,23,0,0,0,52518.23,1569.789,21744.443,60.919,623.715,24.843,12028.609,8907.179,8.530,10585.204,8468.163,830.598,570.262,285.681,0.000209,0.003873,127,0,9,14,18,4,5068,15,14,46.592,253,40,40,5,0,26,9,679,161,119,0,0,106,13,28414,955,87,22832.176,17723.157,525.185,0.000,25.016,8859.236,6137.007,59.615,202,151,145,6,0,15236,6747,317,16,6411.537,3403.884,74.048,0.265,21.576,1916.227,1941.926,100.443,27,49,47,2,0,5396,1246,49,0,840.000,291.864,0.000,0.000,0.000,293.060,216.863,4.746,2,5,5,0,0,613,1444,60,7,1383.425,283.348,13.164,0.000,0.000,351.117,246.404,3.632,0,11,10,1,0,2141,363,12,2,151.286,14.081,0.544,0.000,0.000,73.574,37.133,1.533,0,4,4,0,0,997,308,3,0,40.000,0.323,0.000,14.062,0.000,46.209,27.957,16.287,0,4,4,0,0,1032,0,0,0,0,0,0,0,0,0,0,0,0,2768,143,1157,2046,172,690,120,78,42,0,0,0,26588,4064,10819,11191,4006,3681,743,167,166,0,0,0,27.777,35.859,3838.044,2595.376,0,0,0,105,246,469,1405,233,506,14,64,12,35,27,7,261,450,82,281,99,13,13,33,10,5,20,0,4,6,0,5,3,1,81,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1.0000,1.0000,9,9,9,0.4731,0.3878,19,0,0
301,10.0,1351,1160,44,162,1107,14,68,10,116.07,1.150,0.922,0.580,0.090,0.095,-0.685,1.560,0.3384,1.4782,0.763,0.185,0.045,0.113,0.012,131,238,20,0,0,0,48662.39,1547.077,17753.385,11.183,785.344,21.480,11545.350,8585.766,12.712,7066.822,5653.458,570.395,698.618,341.287,0.000166,0.005850,230,0,14,6,20,14,4760,120,6,10.368,173,40,34,0,0,15,19,642,142,113,0,0,102,11,28609,704,93,16972.644,12996.015,603.265,0.280,5.480,8745.268,6014.002,67.505,118,173,170,3,0,18897,6077,361,15,7764.813,4156.571,78.767,0.534,4.889,1716.051,1817.410,92.821,34,58,48,10,0,6890,1157,35,0,630.000,212.341,0.000,0.000,0.000,267.345,209.065,3.024,1,6,6,0,0,837,1049,70,2,1651.612,354.068,0.904,0.000,0.000,260.121,211.492,7.915,1,9,9,0,0,2128,302,7,0,140.000,10.346,0.000,0.000,0.000,60.931,43.129,2.057,0,2,1,1,0,574,174,0,0,0.000,0.000,0.000,0.000,0.000,21.690,9.793,0.209,0,3,3,0,0,837,0,0,0,0,0,0,0,0,0,0,0,0,2614,206,1055,2046,196,765,123,46,76,0,0,0,25956,4595,8973,10608,2859,3981,804,180,225,0,0,0,30.168,34.559,3783.002,2182.488,0,0,0,105,270,542,1185,135,340,16,61,18,36,23,8,200,377,115,254,147,14,17,16,9,4,22,0,4,5,0,3,1,1,85,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1.0000,1.0000,9,9,9,0.4282,0.3528,17,0,0
